,式別,馬番,配当,人気
0,単勝,5,160,1
1,複勝,5,110,1
2,複勝,10,120,2
3,複勝,6,160,4
4,枠連,5-8,360,1
5,馬連,5-10,380,1
6,ワイド,5-10,190,1
7,ワイド,5-6,290,3
8,ワイド,6-10,370,5
9,馬単,5→10,460,1
10,3連複,5-6-10,820,2
11,3連単,5→10→6,2030,3
