,式別,馬番,配当,人気
0,単勝,6,450,2
1,複勝,6,200,3
2,複勝,7,240,5
3,複勝,8,200,4
4,枠連,4-4,1560,9
5,馬連,6-7,1550,6
6,ワイド,6-7,650,8
7,ワイド,6-8,630,6
8,ワイド,7-8,750,10
9,馬単,6→7,3020,11
10,3連複,6-7-8,3180,10
11,3連単,6→7→8,14520,33
