,式別,馬番,配当,人気
0,単勝,9,2980,9
1,複勝,9,660,9
2,複勝,2,260,7
3,複勝,5,210,3
4,枠連,2-7,1760,9
5,馬連,2-9,6680,23
6,ワイド,2-9,1940,25
7,ワイド,5-9,2490,33
8,ワイド,2-5,750,7
9,馬単,9→2,18740,62
10,3連複,2-5-9,13500,48
11,3連単,9→2→5,107000,390
