,式別,馬番,配当,人気
0,単勝,2,390,1
1,複勝,2,200,3
2,複勝,14,250,4
3,複勝,13,370,6
4,枠連,1-7,610,2
5,馬連,2-14,2140,6
6,ワイド,2-14,960,7
7,ワイド,2-13,2050,27
8,ワイド,13-14,1800,23
9,馬単,2→14,3400,8
10,3連複,2-13-14,10510,32
11,3連単,2→14→13,44220,123
