,式別,馬番,配当,人気
0,単勝,4,800,5
1,複勝,4,330,5
2,複勝,14,300,4
3,複勝,15,180,2
4,枠連,2-7,1450,4
5,馬連,4-14,4050,16
6,ワイド,4-14,1390,16
7,ワイド,4-15,1330,13
8,ワイド,14-15,960,8
9,馬単,4→14,8940,37
10,3連複,4-14-15,10820,32
11,3連単,4→14→15,75410,247
