,式別,馬番,配当,人気
0,単勝,2,300,2
1,複勝,2,160,3
2,複勝,10,130,1
3,複勝,4,530,7
4,枠連,2-7,510,2
5,馬連,2-10,530,2
6,ワイド,2-10,280,2
7,ワイド,2-4,2020,23
8,ワイド,4-10,1450,14
9,馬単,2→10,990,4
10,3連複,2-4-10,5450,17
11,3連単,2→10→4,17480,50
