,式別,馬番,配当,人気
0,単勝,12,760,4
1,複勝,12,290,4
2,複勝,10,750,9
3,複勝,4,1310,11
4,枠連,7-8,800,3
5,馬連,10-12,9970,30
6,ワイド,10-12,2890,32
7,ワイド,4-12,4420,39
8,ワイド,4-10,19710,58
9,馬単,12→10,16630,54
10,3連複,4-10-12,176120,169
11,3連単,12→10→4,827130,933
