,式別,馬番,配当,人気
0,単勝,2,400,2
1,複勝,2,150,3
2,複勝,4,180,5
3,複勝,6,110,1
4,馬連,2-4,1420,6
5,ワイド,2-4,490,8
6,ワイド,2-6,260,3
7,ワイド,4-6,410,4
8,馬単,2→4,2520,10
9,3連複,2-4-6,1390,6
10,3連単,2→4→6,9110,30
