,式別,馬番,配当,人気
0,単勝,11,310,2
1,複勝,11,130,2
2,複勝,10,120,1
3,複勝,9,180,5
4,枠連,7-8,270,1
5,馬連,10-11,360,1
6,ワイド,10-11,170,1
7,ワイド,9-11,480,6
8,ワイド,9-10,400,3
9,馬単,11→10,780,1
10,3連複,9-10-11,1060,2
11,3連単,11→10→9,3900,3
