,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202602010203,1,5,5,ライトニングロッド,牝3,55.0,横山琉,0:0:58.6,,5,14.8,,,栗東 高橋忠,466(+8)
202602010203,2,1,1,ビタミンドロップ,牡3,55.0,△舟山,0:0:58.8,1,4,7.3,,,美浦 松山,496(-4)
202602010203,3,7,10,クインズスズラン,牝3,55.0,横山和,0:0:59.2,2.1/2,6,17.6,,,美浦 村田,508(+12)
202602010203,4,6,8,セラサイト,牝3,51.0,★河原田,0:0:59.4,1.1/2,3,6.5,,,栗東 茶木,490(+4)
202602010203,5,4,4,ヒューザー,牡3,55.0,◇古川奈,0:0:59.5,3/4,8,43.9,,,栗東 小林,470(-6)
202602010203,6,3,3,タマモキャロル,牝3,55.0,小崎,0:1:00.0,3,10,101.6,,,栗東 井上,460(+12)
202602010203,7,7,9,エコロセレナ,牝3,55.0,斎藤,0:1:00.2,3/4,1,2.1,,,美浦 斎藤誠,464(-2)
202602010203,8,2,2,ホウオウバトラー,牡3,56.0,☆長浜,0:1:00.2,ハナ,12,205.7,,,美浦 尾形,526(+10)
202602010203,9,5,6,スマートイデアル,牝3,55.0,小沢,0:1:00.4,1.1/4,9,94.8,,,栗東 角田,386(+14)
202602010203,10,6,7,ルクソンライト,牡3,54.0,▲小林美,0:1:01.1,4,2,3.4,,,美浦 伊藤圭,494(-14)
202602010203,11,8,12,サチノブーケ,牝3,53.0,△鷲頭,0:1:01.8,4,11,139.4,,,栗東 加藤公,410(+20)
202602010203,12,8,11,エトワールフィーユ,牝3,53.0,◇今村,0:1:02.4,3.1/2,7,29.9,,,美浦 西田,458(0)
