,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202602010209,1,5,5,モンローウォーク,牝3,53.0,横山和,0:1:47.8,,1,1.6,34.6,,栗東 上村,452(+22)
202602010209,2,8,10,ドッグウッド,牡3,55.0,斎藤,0:1:48.1,2,2,4.5,34.6,,美浦 斎藤誠,462(+10)
202602010209,3,6,6,ナムラヒナギク,牝3,53.0,小沢,0:1:48.1,アタマ,4,9.7,34.5,,栗東 大橋,488(+4)
202602010209,4,1,1,サウンドサンライズ,牝4,56.0,佐々木,0:1:48.5,2.1/2,7,22.9,35.1,,栗東 東田,418(+8)
202602010209,5,3,3,ハミルトン,牡4,58.0,鮫島駿,0:1:48.6,クビ,5,17.4,35.6,,栗東 高野,522(-2)
202602010209,6,7,7,ポタリング,セ4,58.0,遠藤,0:1:48.6,クビ,6,19.3,35.3,,美浦 武藤,446(+4)
202602010209,7,4,4,コスモナエマ,牝3,53.0,長浜,0:1:48.7,クビ,3,6.4,35.6,2-2-2,美浦 手塚久,482(+2)
202602010209,8,8,9,キセキノエンジェル,牝7,56.0,河原田,0:1:48.8,1/2,9,163.4,35.3,,美浦 武市,472(+4)
202602010209,9,2,2,ゼアズノープレイス,牡7,58.0,的場,0:1:48.9,3/4,10,248.5,35.2,,美浦 的場,490(-12)
202602010209,10,7,8,ゴガツノアマノガワ,牡4,58.0,小林美,0:1:49.7,5,8,69.1,36.3,,美浦 清水英,464(+6)
