,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202602010111,1,5,7,ピューロマジック,牝5,56.0,北村友,0:1:07.4,,6.0,8.1,34.0,,栗東 安田,458(+2)
202602010111,2,7,10,エーティーマクフィ,牡7,58.0,富田,0:1:07.6,1.1/4,4.0,6.9,33.5,,栗東 武英,474(-2)
202602010111,3,3,3,レイピア,牡4,57.0,横山武,0:1:07.7,1/2,1.0,4.1,33.7,,栗東 中竹,510(-6)
202602010111,4,2,2,ダノンマッキンリー,牡5,58.0,池添,0:1:07.7,クビ,8.0,21.1,33.2,,栗東 藤原,478(+2)
202602010111,5,4,4,カルプスペルシュ,牝4,55.0,丹内,0:1:07.7,クビ,2.0,4.6,33.9,,栗東 石坂,474(0)
202602010111,6,5,6,ウイングレイテスト,牡9,58.0,松岡,0:1:07.8,1/2,11.0,42.9,34.2,,美浦 畠山,506(-14)
202602010111,7,6,8,ポッドベイダー,牡4,57.0,荻野極,0:1:07.9,クビ,7.0,19.9,33.6,,美浦 上原佑,480(-4)
202602010111,8,4,5,ジョーメッドヴィン,牡5,57.0,横山琉,0:1:07.9,ハナ,10.0,31.1,33.6,,栗東 清水久,522(0)
202602010111,9,8,13,シュタールヴィント,牡6,57.0,岩田康,0:1:07.9,クビ,12.0,142.1,33.0,,栗東 矢作,438(-8)
202602010111,10,7,11,インビンシブルパパ,牡5,58.0,佐々木,0:1:08.0,クビ,5.0,7.8,34.2,,美浦 伊藤大,526(+4)
202602010111,11,1,1,モズナナスター,牝4,55.0,鮫島駿,0:1:08.1,1,9.0,26.6,34.0,,栗東 矢作,448(-12)
202602010111,12,8,12,ルシード,牡4,57.0,横山和,0:1:08.1,ハナ,3.0,4.9,34.1,,美浦 田島,498(-2)
202602010111,除外,6,9,クラスペディア,牡4,57.0,小崎,,,,,,,栗東 河嶋,526(-6)
