,race_type,course_len,ground_state,class,avg_time
0,芝,1200,全,all,68821
1,芝,1200,良,all,68567
2,芝,1200,稍重,all,69270
3,芝,1200,重,all,69733
4,芝,1200,不,all,71516
5,芝,1200,全,未勝利,69462
6,芝,1200,良,未勝利,69391
7,芝,1200,稍重,未勝利,69733
8,芝,1200,重,未勝利,69500
9,芝,1200,不,未勝利,
10,芝,1200,全,新馬,69894
11,芝,1200,良,新馬,69886
12,芝,1200,稍重,新馬,69933
13,芝,1200,重,新馬,
14,芝,1200,不,新馬,
15,芝,1200,全,1勝クラス,69011
16,芝,1200,良,1勝クラス,68529
17,芝,1200,稍重,1勝クラス,69466
18,芝,1200,重,1勝クラス,69885
19,芝,1200,不,1勝クラス,70400
20,芝,1200,全,2勝クラス,68789
21,芝,1200,良,2勝クラス,68465
22,芝,1200,稍重,2勝クラス,69200
23,芝,1200,重,2勝クラス,70033
24,芝,1200,不,2勝クラス,72600
25,芝,1200,全,3勝クラス,68323
26,芝,1200,良,3勝クラス,67986
27,芝,1200,稍重,3勝クラス,68760
28,芝,1200,重,3勝クラス,69500
29,芝,1200,不,3勝クラス,72700
30,芝,1200,全,オープン,68010
31,芝,1200,良,オープン,67796
32,芝,1200,稍重,オープン,68750
33,芝,1200,重,オープン,69100
34,芝,1200,不,オープン,
35,芝,1600,全,all,94857
36,芝,1600,良,all,94608
37,芝,1600,稍重,all,95477
38,芝,1600,重,all,95900
39,芝,1600,不,all,97400
40,芝,1600,全,未勝利,95353
41,芝,1600,良,未勝利,95012
42,芝,1600,稍重,未勝利,95955
43,芝,1600,重,未勝利,95855
44,芝,1600,不,未勝利,98266
45,芝,1600,全,新馬,96462
46,芝,1600,良,新馬,96264
47,芝,1600,稍重,新馬,97437
48,芝,1600,重,新馬,97500
49,芝,1600,不,新馬,96700
50,芝,1600,全,1勝クラス,94669
51,芝,1600,良,1勝クラス,94566
52,芝,1600,稍重,1勝クラス,95061
53,芝,1600,重,1勝クラス,96700
54,芝,1600,不,1勝クラス,
55,芝,1600,全,2勝クラス,94383
56,芝,1600,良,2勝クラス,94027
57,芝,1600,稍重,2勝クラス,94855
58,芝,1600,重,2勝クラス,95675
59,芝,1600,不,2勝クラス,96800
60,芝,1600,全,3勝クラス,93753
61,芝,1600,良,3勝クラス,93433
62,芝,1600,稍重,3勝クラス,94200
63,芝,1600,重,3勝クラス,95200
64,芝,1600,不,3勝クラス,96700
65,芝,1600,全,オープン,93615
66,芝,1600,良,オープン,93422
67,芝,1600,稍重,オープン,94075
68,芝,1600,重,オープン,95466
69,芝,1600,不,オープン,
70,芝,1800,全,all,109201
71,芝,1800,良,all,108690
72,芝,1800,稍重,all,109847
73,芝,1800,重,all,110550
74,芝,1800,不,all,113244
75,芝,1800,全,未勝利,109703
76,芝,1800,良,未勝利,109302
77,芝,1800,稍重,未勝利,110350
78,芝,1800,重,未勝利,110066
79,芝,1800,不,未勝利,113550
80,芝,1800,全,新馬,111383
81,芝,1800,良,新馬,111178
82,芝,1800,稍重,新馬,111825
83,芝,1800,重,新馬,113500
84,芝,1800,不,新馬,
85,芝,1800,全,1勝クラス,108900
86,芝,1800,良,1勝クラス,108157
87,芝,1800,稍重,1勝クラス,109588
88,芝,1800,重,1勝クラス,110000
89,芝,1800,不,1勝クラス,113400
90,芝,1800,全,2勝クラス,108835
91,芝,1800,良,2勝クラス,108287
92,芝,1800,稍重,2勝クラス,109600
93,芝,1800,重,2勝クラス,110560
94,芝,1800,不,2勝クラス,113700
95,芝,1800,全,3勝クラス,108247
96,芝,1800,良,3勝クラス,107550
97,芝,1800,稍重,3勝クラス,108633
98,芝,1800,重,3勝クラス,110050
99,芝,1800,不,3勝クラス,
100,芝,1800,全,オープン,108261
101,芝,1800,良,オープン,107350
102,芝,1800,稍重,オープン,108475
103,芝,1800,重,オープン,110800
104,芝,1800,不,オープン,112733
105,芝,2000,全,all,121932
106,芝,2000,良,all,121523
107,芝,2000,稍重,all,122732
108,芝,2000,重,all,122861
109,芝,2000,不,all,126912
110,芝,2000,全,未勝利,122248
111,芝,2000,良,未勝利,121935
112,芝,2000,稍重,未勝利,122862
113,芝,2000,重,未勝利,123583
114,芝,2000,不,未勝利,129500
115,芝,2000,全,新馬,124066
116,芝,2000,良,新馬,123694
117,芝,2000,稍重,新馬,124762
118,芝,2000,重,新馬,
119,芝,2000,不,新馬,128350
120,芝,2000,全,1勝クラス,121468
121,芝,2000,良,1勝クラス,120617
122,芝,2000,稍重,1勝クラス,121700
123,芝,2000,重,1勝クラス,123044
124,芝,2000,不,1勝クラス,125925
125,芝,2000,全,2勝クラス,121172
126,芝,2000,良,2勝クラス,120457
127,芝,2000,稍重,2勝クラス,123100
128,芝,2000,重,2勝クラス,121466
129,芝,2000,不,2勝クラス,125400
130,芝,2000,全,3勝クラス,120340
131,芝,2000,良,3勝クラス,119814
132,芝,2000,稍重,3勝クラス,121566
133,芝,2000,重,3勝クラス,
134,芝,2000,不,3勝クラス,
135,芝,2000,全,オープン,120659
136,芝,2000,良,オープン,120497
137,芝,2000,稍重,オープン,120800
138,芝,2000,重,オープン,122266
139,芝,2000,不,オープン,
140,芝,2200,全,all,134953
141,芝,2200,良,all,134382
142,芝,2200,稍重,all,135616
143,芝,2200,重,all,136830
144,芝,2200,不,all,138825
145,芝,2200,全,未勝利,136010
146,芝,2200,良,未勝利,135348
147,芝,2200,稍重,未勝利,136225
148,芝,2200,重,未勝利,137220
149,芝,2200,不,未勝利,140400
150,芝,2200,全,新馬,
151,芝,2200,良,新馬,
152,芝,2200,稍重,新馬,
153,芝,2200,重,新馬,
154,芝,2200,不,新馬,
155,芝,2200,全,1勝クラス,135296
156,芝,2200,良,1勝クラス,134861
157,芝,2200,稍重,1勝クラス,135233
158,芝,2200,重,1勝クラス,137675
159,芝,2200,不,1勝クラス,
160,芝,2200,全,2勝クラス,135066
161,芝,2200,良,2勝クラス,134560
162,芝,2200,稍重,2勝クラス,137600
163,芝,2200,重,2勝クラス,
164,芝,2200,不,2勝クラス,
165,芝,2200,全,3勝クラス,133845
166,芝,2200,良,3勝クラス,133845
167,芝,2200,稍重,3勝クラス,
168,芝,2200,重,3勝クラス,
169,芝,2200,不,3勝クラス,
170,芝,2200,全,オープン,133210
171,芝,2200,良,オープン,132515
172,芝,2200,稍重,オープン,134100
173,芝,2200,重,オープン,131500
174,芝,2200,不,オープン,137250
175,芝,2500,全,all,154047
176,芝,2500,良,all,153694
177,芝,2500,稍重,all,155145
178,芝,2500,重,all,155233
179,芝,2500,不,all,156800
180,芝,2500,全,未勝利,
181,芝,2500,良,未勝利,
182,芝,2500,稍重,未勝利,
183,芝,2500,重,未勝利,
184,芝,2500,不,未勝利,
185,芝,2500,全,新馬,
186,芝,2500,良,新馬,
187,芝,2500,稍重,新馬,
188,芝,2500,重,新馬,
189,芝,2500,不,新馬,
190,芝,2500,全,1勝クラス,154488
191,芝,2500,良,1勝クラス,153957
192,芝,2500,稍重,1勝クラス,158600
193,芝,2500,重,1勝クラス,154100
194,芝,2500,不,1勝クラス,
195,芝,2500,全,2勝クラス,154120
196,芝,2500,良,2勝クラス,153952
197,芝,2500,稍重,2勝クラス,154850
198,芝,2500,重,2勝クラス,155400
199,芝,2500,不,2勝クラス,
200,芝,2500,全,3勝クラス,154091
201,芝,2500,良,3勝クラス,153750
202,芝,2500,稍重,3勝クラス,154300
203,芝,2500,重,3勝クラス,156200
204,芝,2500,不,3勝クラス,
205,芝,2500,全,オープン,153284
206,芝,2500,良,オープン,152244
207,芝,2500,稍重,オープン,155233
208,芝,2500,重,オープン,
209,芝,2500,不,オープン,156800
210,芝,3600,全,all,227350
211,芝,3600,良,all,226420
212,芝,3600,稍重,all,232000
213,芝,3600,重,all,
214,芝,3600,不,all,
215,芝,3600,全,未勝利,
216,芝,3600,良,未勝利,
217,芝,3600,稍重,未勝利,
218,芝,3600,重,未勝利,
219,芝,3600,不,未勝利,
220,芝,3600,全,新馬,
221,芝,3600,良,新馬,
222,芝,3600,稍重,新馬,
223,芝,3600,重,新馬,
224,芝,3600,不,新馬,
225,芝,3600,全,1勝クラス,
226,芝,3600,良,1勝クラス,
227,芝,3600,稍重,1勝クラス,
228,芝,3600,重,1勝クラス,
229,芝,3600,不,1勝クラス,
230,芝,3600,全,2勝クラス,
231,芝,3600,良,2勝クラス,
232,芝,3600,稍重,2勝クラス,
233,芝,3600,重,2勝クラス,
234,芝,3600,不,2勝クラス,
235,芝,3600,全,3勝クラス,
236,芝,3600,良,3勝クラス,
237,芝,3600,稍重,3勝クラス,
238,芝,3600,重,3勝クラス,
239,芝,3600,不,3勝クラス,
240,芝,3600,全,オープン,227350
241,芝,3600,良,オープン,226420
242,芝,3600,稍重,オープン,232000
243,芝,3600,重,オープン,
244,芝,3600,不,オープン,
245,ダート,1200,全,all,71802
246,ダート,1200,良,all,71937
247,ダート,1200,稍重,all,71834
248,ダート,1200,重,all,71156
249,ダート,1200,不,all,71100
250,ダート,1200,全,未勝利,72348
251,ダート,1200,良,未勝利,72555
252,ダート,1200,稍重,未勝利,72278
253,ダート,1200,重,未勝利,71696
254,ダート,1200,不,未勝利,71566
255,ダート,1200,全,新馬,73104
256,ダート,1200,良,新馬,73315
257,ダート,1200,稍重,新馬,72752
258,ダート,1200,重,新馬,72225
259,ダート,1200,不,新馬,
260,ダート,1200,全,1勝クラス,71473
261,ダート,1200,良,1勝クラス,71601
262,ダート,1200,稍重,1勝クラス,71507
263,ダート,1200,重,1勝クラス,70888
264,ダート,1200,不,1勝クラス,71218
265,ダート,1200,全,2勝クラス,71046
266,ダート,1200,良,2勝クラス,71171
267,ダート,1200,稍重,2勝クラス,70930
268,ダート,1200,重,2勝クラス,70566
269,ダート,1200,不,2勝クラス,70328
270,ダート,1200,全,3勝クラス,70538
271,ダート,1200,良,3勝クラス,70615
272,ダート,1200,稍重,3勝クラス,70512
273,ダート,1200,重,3勝クラス,70100
274,ダート,1200,不,3勝クラス,69600
275,ダート,1200,全,オープン,69862
276,ダート,1200,良,オープン,70023
277,ダート,1200,稍重,オープン,70000
278,ダート,1200,重,オープン,69528
279,ダート,1200,不,オープン,68400
280,ダート,1800,全,all,114750
281,ダート,1800,良,all,115051
282,ダート,1800,稍重,all,114743
283,ダート,1800,重,all,113606
284,ダート,1800,不,all,113051
285,ダート,1800,全,未勝利,115681
286,ダート,1800,良,未勝利,116084
287,ダート,1800,稍重,未勝利,115615
288,ダート,1800,重,未勝利,114633
289,ダート,1800,不,未勝利,113913
290,ダート,1800,全,新馬,116798
291,ダート,1800,良,新馬,117018
292,ダート,1800,稍重,新馬,116800
293,ダート,1800,重,新馬,115166
294,ダート,1800,不,新馬,114100
295,ダート,1800,全,1勝クラス,114010
296,ダート,1800,良,1勝クラス,114278
297,ダート,1800,稍重,1勝クラス,113969
298,ダート,1800,重,1勝クラス,112795
299,ダート,1800,不,1勝クラス,112587
300,ダート,1800,全,2勝クラス,113331
301,ダート,1800,良,2勝クラス,113647
302,ダート,1800,稍重,2勝クラス,113256
303,ダート,1800,重,2勝クラス,112400
304,ダート,1800,不,2勝クラス,111300
305,ダート,1800,全,3勝クラス,112402
306,ダート,1800,良,3勝クラス,112716
307,ダート,1800,稍重,3勝クラス,112316
308,ダート,1800,重,3勝クラス,112600
309,ダート,1800,不,3勝クラス,110680
310,ダート,1800,全,オープン,112200
311,ダート,1800,良,オープン,112676
312,ダート,1800,稍重,オープン,111433
313,ダート,1800,重,オープン,111700
314,ダート,1800,不,オープン,111200
315,ダート,2400,全,all,155763
316,ダート,2400,良,all,156348
317,ダート,2400,稍重,all,155566
318,ダート,2400,重,all,154871
319,ダート,2400,不,all,152800
320,ダート,2400,全,未勝利,
321,ダート,2400,良,未勝利,
322,ダート,2400,稍重,未勝利,
323,ダート,2400,重,未勝利,
324,ダート,2400,不,未勝利,
325,ダート,2400,全,新馬,
326,ダート,2400,良,新馬,
327,ダート,2400,稍重,新馬,
328,ダート,2400,重,新馬,
329,ダート,2400,不,新馬,
330,ダート,2400,全,1勝クラス,156123
331,ダート,2400,良,1勝クラス,156956
332,ダート,2400,稍重,1勝クラス,155600
