,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202604010407,1,6,10,フォンメイリー,牝7,53.0,▲大久保,0:1:11.6,,8,24.5,37.2,3-3,美浦 粕谷,486(-4)
202604010407,2,8,14,ミライハーモニー,牝5,54.0,◇今村,0:1:11.6,アタマ,4,6.8,37.4,2-2,栗東 飯田,426(+12)
202604010407,3,1,1,エテオクロス,牡4,55.0,▲石田,0:1:12.1,3,9,25.2,36.8,12-13,美浦 新開,518(-2)
202604010407,3,8,15,ゴメンネジロー,牡4,56.0,◇永島,0:1:12.1,3,1,3.4,37.2,7-7,栗東 谷,480(+16)
202604010407,5,2,2,ディーエストッキー,牡5,58.0,小沢,0:1:12.1,ハナ,10,27.7,36.6,14-13,栗東 橋口,462(-6)
202604010407,6,5,9,ワイドデコラシオン,牡4,55.0,▲上里,0:1:12.2,クビ,6,8.9,38.1,1-1,栗東 辻野,508(+2)
202604010407,7,5,8,カフジキアッキエレ,牝6,55.0,☆長浜,0:1:12.4,1.1/2,12,67.5,37.1,12-9,栗東 森田,438(+2)
202604010407,8,4,6,リードプリンシパル,牝4,56.0,松本,0:1:12.7,1.3/4,13,81.7,38.0,5-4,栗東 秋山,468(-4)
202604010407,9,4,7,ヨドノゴールド,牡8,55.0,▲小林美,0:1:12.8,クビ,5,7.8,38.2,5-4,栗東 橋田,486(+8)
202604010407,10,6,11,ウインレアリゼ,牝4,53.0,▲石神道,0:1:12.8,クビ,11,63.9,37.8,7-7,美浦 小手川,478(0)
202604010407,11,7,13,テーオーミリカン,牡4,55.0,▲森田,0:1:13.1,1.3/4,7,19.7,37.6,14-13,栗東 宮,466(0)
202604010407,12,2,3,アツキヤマト,牡5,58.0,横山琉,0:1:13.2,1/2,2,4.8,38.1,9-9,美浦 手塚徳,506(-2)
202604010407,13,7,12,クリナッチ,牝4,54.0,△鷲頭,0:1:13.2,クビ,14,194.3,38.1,9-9,美浦 金成,458(0)
202604010407,14,3,5,シャンハイナイト,牝4,54.0,△舟山,0:1:13.7,3,3,6.6,39.2,3-6,美浦 村田,478(+6)
202604010407,15,3,4,フェリスチカ,牝4,53.0,▲遠藤,0:1:14.4,4,15,341.4,39.2,9-12,美浦 伊藤伸,404(+6)
