,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202604010807,1,8,14,リッキースタイル,牡4,56.0,△舟山,0:1:11.4,,1,3.1,36.6,,美浦 水野,486(-4)
202604010807,2,8,15,グランデスフィーダ,牡6,58.0,横山琉,0:1:11.4,ハナ,5,10.2,36.7,,栗東 佐藤悠,542(0)
202604010807,3,6,10,ミライハーモニー,牝5,56.0,松本,0:1:11.6,1.1/2,2,5.0,37.2,,栗東 飯田,424(-2)
202604010807,4,3,5,ディーエストッキー,牡5,58.0,小沢,0:1:11.8,3/4,10,34.2,36.3,,栗東 橋口,466(+4)
202604010807,5,2,2,メイショウサトノヒ,牡4,54.0,★河原田,0:1:11.8,クビ,8,18.7,36.8,,栗東 長谷川,494(-4)
202604010807,6,2,3,キャットテイル,牝4,56.0,西塚,0:1:11.9,1/2,6,13.2,37.4,,栗東 野中,422(+2)
202604010807,7,5,8,ゼットスパンキー,牡5,55.0,▲森田,0:1:11.9,クビ,7,15.0,36.2,,栗東 宮,468(-2)
202604010807,8,3,4,ブルージュ,牝4,54.0,◇永島,0:1:12.2,1.3/4,12,61.5,36.9,,美浦 浅利,454(+2)
202604010807,9,5,9,ヴィヴァシャス,牝4,54.0,◇古川奈,0:1:12.2,クビ,9,30.2,36.2,,栗東 笹田,442(+2)
202604010807,10,7,12,ダディーズグーグー,牡4,55.0,▲川端,0:1:12.6,2,4,7.6,38.1,,栗東 畑端,478(+4)
202604010807,11,1,1,ナインオブレター,牡4,55.0,▲石神道,0:1:12.8,1.1/4,14,89.9,38.0,,美浦 佐藤吉,468(-8)
202604010807,12,6,11,パッションディーバ,牝4,53.0,▲佐藤,0:1:12.9,1/2,11,61.3,37.3,,美浦 武藤,446(+4)
202604010807,13,4,7,チェルシー,牝5,53.0,▲小林美,0:1:13.0,3/4,3,5.3,38.0,,美浦 中舘,434(-8)
202604010807,14,4,6,サイモンプレジール,牡5,55.0,▲水沼,0:1:13.1,1/2,15,442.8,37.3,,美浦 加藤和,474(-2)
202604010807,15,7,13,オンサイト,牡4,55.0,▲大久保,0:1:13.4,1.3/4,13,83.5,38.2,,美浦 岩戸,464(-4)
