,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202604010802,1,2,3,アーガイルショア,牝3,55.0,斎藤,0:1:12.5,,2.0,3.9,37.7,,栗東 安田,512(0)
202604010802,2,1,1,ジュディーイメル,牝3,52.0,▲小林美,0:1:12.5,ハナ,1.0,2.3,38.2,,栗東 武英,442(+4)
202604010802,3,7,13,メリオルヴィア,牝3,55.0,西塚,0:1:12.9,2.1/2,3.0,5.0,38.4,,栗東 辻野,444(+4)
202604010802,4,2,2,メイワメジェール,牝3,52.0,▲大久保,0:1:13.0,3/4,7.0,20.3,38.7,,栗東 茶木,466(-2)
202604010802,5,6,11,キャスケード,牝3,55.0,長岡,0:1:13.1,クビ,9.0,47.1,38.2,,栗東 高橋亮,450(-6)
202604010802,6,8,15,キタノプレミアム,牝3,55.0,中井,0:1:13.1,クビ,4.0,7.2,38.6,,栗東 坂口,452(+2)
202604010802,7,3,5,ジュエルサンライズ,牝3,53.0,◇古川奈,0:1:13.2,クビ,8.0,36.6,37.9,,栗東 東田,478(+4)
202604010802,8,4,7,ヘヴンズドライブ,牝3,55.0,ゴンサ,0:1:13.3,3/4,6.0,19.6,38.6,,美浦 和田勇,410(-2)
202604010802,9,4,6,キタノオンザバス,牝3,52.0,▲上里,0:1:13.8,2.1/2,14.0,674.3,37.5,,美浦 蛯名利,452(+4)
202604010802,10,5,8,ミヤカグラ,牝3,52.0,▲石田,0:1:13.9,1/2,11.0,298.0,38.0,,美浦 田村,418(+2)
202604010802,11,6,10,プラチナムディスク,牝3,53.0,△舟山,0:1:14.3,2.1/2,5.0,13.6,39.8,,美浦 小笠,426(-6)
202604010802,12,8,14,ブールドネージュ,牝3,52.0,▲遠藤,0:1:14.6,2,13.0,621.8,39.1,,美浦 大和田,446(-8)
202604010802,13,5,9,オダイ,牝3,55.0,野中,0:1:14.7,3/4,12.0,298.2,39.5,,美浦 秋本,428(+12)
202604010802,14,7,12,ナムラカメコ,牝3,52.0,▲森田,0:1:15.4,4,10.0,201.1,38.6,,栗東 飯田,442(0)
202604010802,除外,3,4,ジョリュウジャンシ,牝3,55.0,菊沢,,,,,,,美浦 石栗,412(+10)
