,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202604010611,1,3,6,エストゥペンダ,牝4,56.0,荻野極,0:1:49.1,,1,2.1,32.5,,美浦 高柳瑞,448(0)
202604010611,2,8,15,ガジュノリ,牝5,56.0,横山琉,0:1:49.2,1/2,10,40.9,33.0,,美浦 尾形,490(+2)
202604010611,3,7,13,タイキラフター,牡6,58.0,杉原,0:1:49.2,クビ,9,31.4,32.7,,美浦 大竹,532(-4)
202604010611,4,5,10,ドラゴンヘッド,牡6,58.0,石田,0:1:49.3,アタマ,14,108.4,32.5,,美浦 武藤,454(-4)
202604010611,5,8,16,ミラビリスマジック,牝5,56.0,小沢,0:1:49.3,クビ,8,16.9,33.0,,美浦 千葉,460(+2)
202604010611,6,5,9,ワイドアラジン,牡6,58.0,泉谷,0:1:49.4,1/2,12,85.4,33.1,,栗東 奥村豊,494(+2)
202604010611,7,4,8,バッデレイト,牡5,58.0,富田,0:1:49.5,1,6,12.7,33.0,,栗東 上村,470(-2)
202604010611,8,2,3,ミナデオロ,牡5,58.0,西塚,0:1:49.5,アタマ,2,5.8,33.3,,栗東 藤原,512(-8)
202604010611,9,6,12,ピンキープロミス,牡6,58.0,武藤,0:1:49.5,ハナ,11,69.8,32.7,,美浦 畠山,484(0)
202604010611,10,6,11,モズロックンロール,牡6,58.0,長浜,0:1:49.5,ハナ,4,11.1,33.1,,栗東 藤岡健,518(-6)
202604010611,11,3,5,ルクスビッグスター,牡6,58.0,小崎,0:1:49.6,クビ,16,158.0,33.6,,栗東 清水久,488(+6)
202604010611,12,1,2,キントリヒ,牡7,58.0,菊沢,0:1:49.7,3/4,15,135.1,33.3,,美浦 矢野,482(+4)
202604010611,13,7,14,ミエスペランサ,牝5,56.0,亀田,0:1:49.8,アタマ,7,15.4,33.8,,栗東 池江,454(+4)
202604010611,14,4,7,マイエレメント,牝4,56.0,斎藤,0:1:50.1,2,3,9.0,33.5,,栗東 福永,486(-4)
202604010611,15,1,1,エレクトリックブギ,牡5,58.0,丸山,0:1:50.5,2,13,97.2,33.8,,美浦 鹿戸,448(0)
202604010611,中止,2,4,ピックアチェリー,牝5,56.0,吉田隼,,,5,11.5,,,美浦 和田郎,440(0)
