,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202604010808,1,3,6,セイプリーズ,牝4,53.0,▲上里,0:1:10.1,,2,5.3,34.5,,栗東 宮,428(0)
202604010808,2,5,9,セガンティーニ,牝4,56.0,石川,0:1:10.2,1/2,6,12.6,34.8,,栗東 坂口,470(-4)
202604010808,3,4,8,ルージュベルベット,牝5,56.0,ゴンサ,0:1:10.4,1.1/2,1,3.3,35.0,,美浦 浅利,454(+4)
202604010808,4,8,15,ライングッドマン,牡5,55.0,▲佐藤,0:1:10.4,クビ,5,12.6,34.4,,美浦 武藤,458(-8)
202604010808,5,6,12,アーサーズウェイン,牝4,56.0,横山琉,0:1:10.5,クビ,3,6.3,34.7,,栗東 高橋一,458(+4)
202604010808,6,7,14,スプリングデイ,牝5,56.0,黛,0:1:10.5,アタマ,9,18.9,34.3,,美浦 伊藤大,430(-2)
202604010808,7,2,4,フォルトレス,牝4,56.0,菊沢,0:1:10.6,1/2,12,41.9,35.4,,美浦 田中剛,458(-4)
202604010808,8,3,5,エコロハート,牝4,56.0,亀田,0:1:10.6,アタマ,8,18.0,35.2,,栗東 須貝,432(+2)
202604010808,9,7,13,キタノクニカラ,牝4,53.0,▲遠藤,0:1:10.6,ハナ,13,86.3,34.6,,美浦 奥平,396(0)
202604010808,10,2,3,ユメシバイ,牝4,53.0,▲小林美,0:1:10.7,1/2,4,7.0,34.2,,栗東 松永幹,460(+4)
202604010808,11,8,16,オメガストリーム,牝4,56.0,丸田,0:1:10.8,1/2,11,31.0,35.2,,美浦 田中勝,456(-8)
202604010808,12,4,7,スカイブルー,牡4,55.0,▲和田陽,0:1:10.8,クビ,7,16.8,34.7,,栗東 佐藤悠,506(-10)
202604010808,13,6,11,フェゲフォイア,牡6,56.0,△柴田裕,0:1:10.8,アタマ,14,91.8,34.5,,栗東 岡田,464(0)
202604010808,14,1,1,ナムラトロム,牡4,58.0,武藤,0:1:10.9,1/2,15,169.4,34.7,,美浦 石栗,464(-8)
202604010808,15,5,10,インターポーザー,牡4,58.0,小沢,0:1:10.9,クビ,10,21.2,35.2,,栗東 高野,500(-14)
202604010808,16,1,2,デボラ,牝4,56.0,小崎,0:1:11.1,3/4,16,188.7,35.3,,栗東 柴田,470(+2)
