,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202604010702,1,8,15,ウェルム,牝3,55.0,ゴンサ,0:1:56.0,,3,5.1,39.2,,栗東 小栗,502(+2)
202604010702,2,7,13,タガノアルテミス,牝3,55.0,丹内,0:1:56.4,2.1/2,5,8.3,39.3,,栗東 西園翔,450(+4)
202604010702,3,3,5,エレーデサンライズ,牝3,53.0,◇永島,0:1:56.7,2,2,3.6,38.7,,栗東 平田,458(+2)
202604010702,4,5,8,ラミアスペランツァ,牝3,55.0,小沢,0:1:56.7,ハナ,4,7.7,39.7,,栗東 宮地,502(-2)
202604010702,5,2,2,スマートコーラル,牝3,53.0,△舟山,0:1:56.8,1/2,1,2.3,40.3,,栗東 石坂,496(+2)
202604010702,6,6,11,エリザベスタウン,牝3,52.0,▲小林美,0:1:57.1,1.3/4,8,69.2,40.6,,美浦 池上,458(+2)
202604010702,7,4,6,メイショウミズホ,牝3,52.0,▲大久保,0:1:57.8,4,13,304.2,40.1,,美浦 和田勇,424(-10)
202604010702,8,5,9,アジャイブ,牝3,52.0,▲遠藤,0:1:58.3,3,15,371.8,40.9,,美浦 小笠,454(-6)
202604010702,9,3,4,ランランリンリン,牝3,52.0,▲上里,0:1:58.4,1/2,10,78.6,40.6,,美浦 辻,420(-6)
202604010702,10,4,7,オーシャンミューズ,牝3,52.0,▲石神道,0:1:58.7,2,14,327.5,40.5,,美浦 堀内,444(-4)
202604010702,11,8,14,エロイーズ,牝3,55.0,西塚,0:1:59.3,3.1/2,6,30.6,42.9,,栗東 吉田,434(-2)
202604010702,12,7,12,エバーウインド,牝3,52.0,▲和田陽,0:2:00.2,5,11,211.9,42.6,,栗東 藤野,430(0)
202604010702,13,2,3,マッドヘッドラブ,牝3,55.0,武藤,0:2:00.3,3/4,9,74.4,43.0,,美浦 戸田,464(-10)
202604010702,14,1,1,ディジョネット,牝3,52.0,▲石田,0:2:01.0,4,12,239.3,42.8,,美浦 松山,476(+10)
202604010702,15,6,10,オコリンボーマミー,牝3,53.0,◇今村,0:2:01.2,1.1/2,7,54.7,43.8,,栗東 石坂,396(-12)
