,race_type,course_len,ground_state,class,winner_pops,place_pops
0,芝,1200,全,all,4.52,5.46
1,芝,1200,良,all,4.38,5.36
2,芝,1200,稍重,all,5.04,5.08
3,芝,1200,重,all,4.51,6.04
4,芝,1200,不良,all,6.26,5.36
5,芝,1200,全,未勝利,4.3,4.55
6,芝,1200,良,未勝利,4.13,4.54
7,芝,1200,稍重,未勝利,3.81,4.79
8,芝,1200,重,未勝利,4.5,4.11
9,芝,1200,不良,未勝利,,
10,芝,1200,全,新馬,2.23,5.8
11,芝,1200,良,新馬,1.84,4.89
12,芝,1200,稍重,新馬,,
13,芝,1200,重,新馬,3.28,8.95
14,芝,1200,不良,新馬,1.8,5.4
15,芝,1200,全,1勝クラス,4.99,4.82
16,芝,1200,良,1勝クラス,5.36,4.9
17,芝,1200,稍重,1勝クラス,3.75,3.8
18,芝,1200,重,1勝クラス,3.68,4.88
19,芝,1200,不良,1勝クラス,6.5,4.78
20,芝,1200,全,2勝クラス,5.99,6.8
21,芝,1200,良,2勝クラス,6.62,6.3
22,芝,1200,稍重,2勝クラス,2.85,5.0
23,芝,1200,重,2勝クラス,4.76,8.92
24,芝,1200,不良,2勝クラス,,
25,芝,1200,全,3勝クラス,3.52,7.1
26,芝,1200,良,3勝クラス,3.04,6.94
27,芝,1200,稍重,3勝クラス,16.0,11.67
28,芝,1200,重,3勝クラス,,
29,芝,1200,不良,3勝クラス,,
30,芝,1200,全,オープン,4.47,5.64
31,芝,1200,良,オープン,4.16,6.2
32,芝,1200,稍重,オープン,8.0,5.33
33,芝,1200,重,オープン,6.33,5.67
34,芝,1200,不良,オープン,6.69,6.81
35,芝,1400,全,all,4.72,5.6
36,芝,1400,良,all,4.82,5.52
37,芝,1400,稍重,all,4.95,6.14
38,芝,1400,重,all,4.31,5.93
39,芝,1400,不良,all,4.88,6.34
40,芝,1400,全,未勝利,3.45,4.61
41,芝,1400,良,未勝利,3.57,4.64
42,芝,1400,稍重,未勝利,4.31,4.99
43,芝,1400,重,未勝利,3.0,4.72
44,芝,1400,不良,未勝利,3.91,5.96
45,芝,1400,全,新馬,5.09,6.48
46,芝,1400,良,新馬,5.55,6.24
47,芝,1400,稍重,新馬,2.0,10.67
48,芝,1400,重,新馬,3.43,6.53
49,芝,1400,不良,新馬,,
50,芝,1400,全,1勝クラス,5.28,5.8
51,芝,1400,良,1勝クラス,5.43,5.82
52,芝,1400,稍重,1勝クラス,3.7,5.42
53,芝,1400,重,1勝クラス,4.0,6.33
54,芝,1400,不良,1勝クラス,,
55,芝,1400,全,2勝クラス,4.39,5.68
56,芝,1400,良,2勝クラス,3.83,5.52
57,芝,1400,稍重,2勝クラス,4.27,5.51
58,芝,1400,重,2勝クラス,4.2,6.46
59,芝,1400,不良,2勝クラス,13.2,6.8
60,芝,1400,全,3勝クラス,5.66,6.22
61,芝,1400,良,3勝クラス,6.07,5.98
62,芝,1400,稍重,3勝クラス,8.32,7.2
63,芝,1400,重,3勝クラス,2.25,7.88
64,芝,1400,不良,3勝クラス,,
65,芝,1400,全,オープン,5.38,5.82
66,芝,1400,良,オープン,4.46,5.57
67,芝,1400,稍重,オープン,4.6,6.2
68,芝,1400,重,オープン,8.14,7.43
69,芝,1400,不良,オープン,,
70,芝,1600,全,all,4.3,5.55
71,芝,1600,良,all,4.15,5.47
72,芝,1600,稍重,all,5.98,5.77
73,芝,1600,重,all,4.69,6.19
74,芝,1600,不良,all,7.07,5.05
75,芝,1600,全,未勝利,3.55,4.77
76,芝,1600,良,未勝利,3.42,4.62
77,芝,1600,稍重,未勝利,3.48,3.87
78,芝,1600,重,未勝利,4.32,6.18
79,芝,1600,不良,未勝利,4.18,2.78
80,芝,1600,全,新馬,4.77,5.76
81,芝,1600,良,新馬,4.08,5.58
82,芝,1600,稍重,新馬,5.51,5.94
83,芝,1600,重,新馬,10.75,7.62
84,芝,1600,不良,新馬,2.4,6.0
85,芝,1600,全,1勝クラス,5.11,5.84
86,芝,1600,良,1勝クラス,4.83,5.64
87,芝,1600,稍重,1勝クラス,8.32,6.58
88,芝,1600,重,1勝クラス,4.21,6.23
89,芝,1600,不良,1勝クラス,8.14,8.95
90,芝,1600,全,2勝クラス,3.76,5.31
91,芝,1600,良,2勝クラス,2.87,5.17
92,芝,1600,稍重,2勝クラス,6.08,6.38
93,芝,1600,重,2勝クラス,2.25,4.88
94,芝,1600,不良,2勝クラス,,
95,芝,1600,全,3勝クラス,5.03,6.35
96,芝,1600,良,3勝クラス,4.68,5.93
97,芝,1600,稍重,3勝クラス,4.7,6.75
98,芝,1600,重,3勝クラス,2.19,7.65
99,芝,1600,不良,3勝クラス,11.08,5.54
100,芝,1600,全,オープン,6.7,6.9
101,芝,1600,良,オープン,7.47,7.23
102,芝,1600,稍重,オープン,3.38,3.75
103,芝,1600,重,オープン,2.25,6.75
104,芝,1600,不良,オープン,,
105,芝,1800,全,all,,
106,芝,1800,良,all,,
107,芝,1800,稍重,all,,
108,芝,1800,重,all,,
109,芝,1800,不良,all,,
