,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202606010104,1,6,7,サトノリシャール,牡3,57.0,岩田康,0:1:55.2,,3,4.1,40.5,,栗東 福永,480(0)
202606010104,2,2,2,パラダイスフェイス,牡3,57.0,丸山,0:1:55.2,クビ,6,20.9,40.0,,美浦 牧,506(+8)
202606010104,3,5,5,カシマライフウ,牡3,57.0,松岡,0:1:56.0,5,2,2.9,41.0,,美浦 伊藤伸,470(+2)
202606010104,4,7,9,ニシノロッドマン,牡3,57.0,野中,0:1:56.0,クビ,9,63.8,40.4,,美浦 矢嶋,512(+6)
202606010104,5,4,4,コイオステソーロ,牡3,57.0,菅原明,0:1:56.1,3/4,5,16.4,41.6,,美浦 高木,522(-4)
202606010104,6,6,8,アラビアンドリーム,牡3,57.0,横山武,0:1:56.5,2,1,2.7,41.9,,美浦 栗田,498(-6)
202606010104,7,1,1,ガーディアンテイル,牡3,57.0,内田博,0:1:56.6,3/4,7,28.7,41.8,,美浦 小手川,508(+2)
202606010104,8,3,3,コスモラムバック,牡3,57.0,丹内,0:1:57.7,7,10,72.9,41.1,,美浦 水野,504(+2)
202606010104,9,8,12,コパノミラノ,牡3,57.0,柴田大,0:1:58.2,3,11,100.9,43.1,,美浦 上原博,494(-2)
202606010104,10,8,11,マオノムサシ,牡3,57.0,荻野琢,0:1:58.6,2.1/2,8,40.7,44.0,,栗東 加藤公,500(+4)
202606010104,11,7,10,オーパパ,牡3,57.0,横山琉,0:1:59.1,2.1/2,4,9.9,44.2,,美浦 斎藤誠,486(+8)
202606010104,12,5,6,シャトーベスト,牡3,57.0,原田和,0:1:59.6,3,12,313.9,43.8,,美浦 蛯名利,522(0)
