,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202606020806,1,1,2,シーギリヤロック,牡3,57.0,ルメー,0:1:59.5,,1,2.4,35.4,4-6-5-2,美浦 田中博,448(+4)
202606020806,2,5,9,ミナヅキ,牡3,57.0,石橋脩,0:1:59.5,ハナ,8,27.0,35.7,13-13-1-1,美浦 清水英,462(+4)
202606020806,3,3,6,プレイザリード,牡3,57.0,三浦,0:2:00.2,4,2,4.3,35.9,7-7-8-4,美浦 加藤士,486(0)
202606020806,4,7,14,ジャケットポケット,牡3,57.0,石川,0:2:00.4,1,3,6.2,35.8,9-9-11-11,美浦 奥村武,468(+8)
202606020806,5,4,7,タッカーヴァンバン,牡3,57.0,吉田豊,0:2:00.5,1,9,33.1,36.2,7-7-8-6,美浦 田島,474(-10)
202606020806,6,8,17,イベリスアマラ,牡3,57.0,武藤,0:2:00.6,3/4,13,253.4,36.0,16-14-11-8,美浦 高橋文,426(0)
202606020806,7,8,18,エラルディーク,牝3,55.0,津村,0:2:00.7,1/2,7,23.5,36.8,2-2-2-2,美浦 宮田,484(0)
202606020806,8,6,12,レスター,牡3,57.0,菊沢,0:2:01.2,3,11,81.3,36.3,17-17-14-13,美浦 鈴木慎,486(0)
202606020806,9,1,1,キリスパークル,牝3,55.0,木幡巧,0:2:01.2,アタマ,14,335.4,36.7,10-10-10-8,美浦 勢司,432(-4)
202606020806,10,6,11,コスモアンタレス,牡3,57.0,柴田大,0:2:01.2,クビ,10,43.8,37.2,4-3-4-5,美浦 和田勇,458(-4)
202606020806,11,4,8,ヒコボシ,牡3,57.0,江田照,0:2:01.3,1/2,15,438.3,36.5,10-10-13-13,美浦 田村,406(0)
202606020806,12,5,10,ホープフルワールド,牡3,57.0,原,0:2:01.4,1/2,4,6.8,37.3,3-3-5-6,美浦 伊藤大,446(+2)
202606020806,13,7,15,ハートチャン,牝3,52.0,▲上里,0:2:01.6,1.1/2,16,472.2,36.6,14-14-16-15,美浦 金成,396(0)
202606020806,14,2,4,ニュークリアス,牡3,57.0,戸崎圭,0:2:02.1,3,5,11.9,36.9,14-16-17-15,美浦 萩原,466(-6)
202606020806,15,2,3,フューチャプライム,牝3,55.0,荻野極,0:2:02.8,4,6,18.4,38.6,4-3-5-8,美浦 相沢,400(-2)
202606020806,16,3,5,フックセンチョウ,牡3,57.0,野中,0:2:03.3,3,18,518.9,38.1,17-17-17-15,美浦 佐藤吉,436(-4)
202606020806,17,8,16,サフール,牡3,57.0,小林脩,0:2:03.3,アタマ,12,234.0,38.4,12-12-14-15,美浦 浅利,450(0)
202606020806,18,7,13,カムバックトゥミー,牝3,52.0,▲遠藤,0:2:06.6,大,17,514.1,42.7,1-1-2-11,美浦 佐藤吉,506(-12)
