,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202606010207,1,2,2,ステラスペース,牡3,57.0,武藤,0:2:01.1,,6,13.8,36.1,,美浦 武藤,484(-2)
202606010207,2,7,8,フロレセール,牝3,55.0,戸崎圭,0:2:01.2,3/4,1,2.7,35.9,,美浦 辻,470(+10)
202606010207,3,7,7,チャリングクロス,牡3,57.0,内田博,0:2:01.3,3/4,3,5.4,35.8,,美浦 奥村武,492(+4)
202606010207,4,8,9,ユメシルベ,牝3,55.0,柴田大,0:2:01.4,クビ,7,14.4,35.8,,美浦 粕谷,418(+2)
202606010207,5,3,3,アンソニー,牡3,57.0,津村,0:2:01.6,1.1/2,4,5.8,35.9,,栗東 武幸,504(+2)
202606010207,6,1,1,コスモエルヴァル,牡3,57.0,丹内,0:2:01.7,1/2,9,45.9,36.3,,美浦 黒岩,488(+2)
202606010207,7,6,6,セヴェロ,牡3,57.0,菅原明,0:2:02.2,3,2,4.4,36.6,,栗東 池江,510(+8)
202606010207,8,4,4,ヒシアムルーズ,牡3,57.0,佐々木,0:2:02.4,1,5,9.3,36.9,,美浦 堀,474(0)
202606010207,9,5,5,サンブライト,牝3,55.0,横山武,0:2:03.3,5,8,34.1,37.9,,美浦 鈴木慎,456(-6)
202606010207,10,8,10,ストロングエース,牡3,57.0,横山琉,0:2:04.0,4,10,142.0,38.9,,美浦 相沢,480(-4)
