,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,フミサウンド,牡6,58.0,木幡初,鹿戸,460(+2),美浦,2020103218,01153,ジャスタウェイ,アブソルートリー,Redoute's Choice,-2.4408252092658302,14
1,1,2,セイウンデセオ,牝5,56.0,菊沢,小手川,496(+6),美浦,2021100248,01161,ヴィクトワールピサ,ラソ,パイロ,-0.15977301294267246,2
2,2,3,インブロリオ,牝4,56.0,丹内,吉村,480(+4),栗東,2022101686,01091,アドマイヤムーン,プリディカメント,ハードスパン,-1.194217490328635,6
3,2,4,ウィンストン,牡4,58.0,和田陽,杉山晴,494(-4),栗東,2022101683,01223,モーリス,ブルーストーン,コマンズ,-2.0299081966590564,11
4,3,5,モズトキキ,牝5,56.0,亀田,平田,538(-14),栗東,2021102914,01176,グランプリボス,モズジャカランダ,Congrats,-1.728134622584943,7
5,3,6,クイーンズデイ,牝4,56.0,国分恭,岡田,446(-2),栗東,2022100962,01124,ラブリーデイ,ウイッチクイーン,キングヘイロー,0.454515366084686,1
6,4,7,ヴァンヴィーヴ,牡5,58.0,舟山,牧浦,514(+2),栗東,2021101399,01221,ダイワメジャー,サンドスラッシュ,Holy Roman Emperor,-1.1835320088295718,5
7,4,8,タガノスペルノヴァ,牡8,58.0,横山琉,中尾,418(-10),栗東,2018101951,01192,モーリス,タガノエトワール,キングカメハメハ,-2.7221080747210165,16
8,5,9,バシレウスシチー,牡7,58.0,小崎,岡田,460(0),栗東,2019101643,01152,ビッグアーサー,ダッシャーレーヌ,ディープインパクト,-2.574066216684946,15
9,5,10,ソレントフレイバー,牡7,58.0,野中,久保田,496(0),美浦,2019106503,01158,キタサンブラック,ポワティエ,Le Havre,-0.7613019383520531,3
10,6,11,セントールビースト,牡4,58.0,長岡,羽月,428(-6),栗東,2022100371,01142,シニスターミニスター,カフェアリアドネ,スペシャルウィーク,-2.3072840275378987,13
11,6,12,マテンロウボンド,牡7,58.0,富田,野中,504(-2),栗東,2019103659,01168,キズナ,スマッシュハート,キングカメハメハ,-1.9151792299793733,9
12,7,13,スネーフリンガ,牝4,56.0,丸山,森田,462(+2),栗東,2022103039,01127,サンダースノー,フェアラフィネ,デュランダル,-1.7526439573751658,8
13,7,14,シュブロンレーヴル,牝5,56.0,小沢,杉山佳,422(-4),栗東,2021105873,01185,オルフェーヴル,ルリエーヴル,ロードカナロア,-1.113018719231186,4
14,8,15,マイネルラッシュ,牡6,58.0,石川,水野,464(-4),美浦,2020105803,01150,ダイワメジャー,ワンダフルラッシュ,バゴ,-1.9427747771814496,10
15,8,16,ヴェントゥーラ,牝4,56.0,斎藤,小栗,484(+4),栗東,2022104186,01178,サートゥルナーリア,リボンフラワー,ディープインパクト,-2.235591902943045,12
