,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ボールドタワー,牡3,57.0,横山琉,鈴木慎,,美浦,2023103016,01192,タワーオブロンドン,アキノバレリーナ,ハーツクライ,1.892764398671284,1
1,1,2,フロムザムーン,牡3,54.0,▲田山,畑端,,栗東,2023102369,01220,ルヴァンスレーヴ,カグラヒメ,マンハッタンカフェ,-1.2665289703053535,12
2,2,3,ジュンプリメーロ,牡3,57.0,西塚,友道,,栗東,2023107059,01200,キタサンブラック,ジュントップヒトミ,ゼンノロブロイ,-1.5941533339374783,15
3,2,4,ハオカノア,牡3,57.0,小崎,小崎,,栗東,2023106078,01152,ディープブリランテ,カノア,キングカメハメハ,1.1284053027317849,2
4,3,5,キタノドンカルロ,牡3,57.0,菊沢,粕谷,,美浦,2023102651,01161,タワーオブロンドン,ヒルノリスボン,マンハッタンカフェ,-0.9067737571268347,9
5,3,6,フレアオブセンス,牡3,57.0,斎藤,高野,,栗東,2023107022,01178,ポエティックフレア,ザイラ,フェノーメノ,-1.480385244020206,14
6,4,7,メイショウサッソウ,牡3,57.0,加藤,庄野,,栗東,2023101953,01156,ダノンキングリー,メイショウヨソユキ,シニスターミニスター,-2.556547492283762,16
7,4,8,シャープインサイト,牡3,57.0,菱田,東田,,栗東,2023106289,01144,サンダースノー,プレシャスクルー,ノヴェリスト,-0.9752201244425237,10
8,5,9,ケンフィールド,牡3,54.0,▲和田陽,大根田,,栗東,2023101694,01223,タリスマニック,ケンブリッジハーツ,キングヘイロー,-0.8902064881267102,8
9,5,10,ハクアイタワー,牡3,57.0,松若,今野,,栗東,2023104282,01154,タワーオブロンドン,ローラズウィシュ,モーリス,-1.4326513867855069,13
10,6,11,ニシノコハルビヨリ,牝3,52.0,▲水沼,尾形,,美浦,2023104699,01201,セイウンコウセイ,タビズキ,キンシャサノキセキ,-1.0830885448713072,11
11,6,12,メイショウイッカク,牡3,53.0,★河原田,池添,,栗東,2023102242,01204,ドレフォン,メイショウショウブ,ダイワメジャー,0.7611496909598521,3
12,7,13,マーチンゲール,牡3,54.0,▲舟山,斉藤崇,,栗東,2023102580,01221,シニスターミニスター,ジェセニア,サウスヴィグラス,0.6478692139451852,5
13,7,14,ロードアマルフィ,牡3,57.0,丹内,中村,,栗東,2023105786,01091,ルヴァンスレーヴ,アルセナーレ,クロフネ,0.3617011433218346,6
14,8,15,ノリノドラゴン,牡3,57.0,城戸,荒川,,栗東,2023101721,01147,ホッコータルマエ,ジェッシージェニー,ストロングリターン,0.6599998518474389,4
15,8,16,シャインゴーツ,牡3,57.0,亀田,北出,,栗東,2023102643,01176,アルアイン,プリンセスカナ,ワイルドラッシュ,0.054311913412324594,7
