,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202506050512,1,2,4,ロサンゼルス,牡4,58.0,マーカ,0:1:10.4,,4,12.2,36.2,,美浦 伊藤圭,524(-6)
202506050512,2,4,8,スノーサイレンス,牝3,55.0,戸崎圭,0:1:10.7,1.3/4,3,4.5,36.4,,栗東 小栗,466(0)
202506050512,3,1,1,ショウナンハクウン,牡5,58.0,荻野極,0:1:10.8,クビ,5,12.2,36.3,,美浦 大竹,508(+2)
202506050512,4,7,13,ドントゥザムーン,牡3,57.0,菅原明,0:1:10.8,ハナ,2,3.5,36.4,,美浦 高木,470(+6)
202506050512,5,4,7,エリカマユーリ,牝3,55.0,ルメー,0:1:11.1,1.3/4,1,2.7,36.6,,美浦 堀,480(+4)
202506050512,6,8,15,ザウリ,牡6,58.0,プーシ,0:1:11.1,クビ,7,17.0,36.6,,栗東 森田,540(-8)
202506050512,7,7,14,ヘルメース,牡4,58.0,菊沢,0:1:11.6,3,11,215.0,36.6,,美浦 伊藤圭,498(+8)
202506050512,8,6,12,プレイテシア,牝6,56.0,松若,0:1:11.8,1.1/4,9,113.9,37.0,,栗東 羽月,442(0)
202506050512,9,5,9,アグラード,牡4,58.0,津村,0:1:11.9,クビ,8,18.4,36.8,,美浦 高柳瑞,466(+4)
202506050512,10,5,10,タッカージーティー,牝3,55.0,横山典,0:1:11.9,ハナ,6,14.3,36.9,,美浦 鈴木伸,478(-10)
202506050512,11,1,2,ロミオボス,牡5,58.0,木幡巧,0:1:12.0,1/2,13,250.8,36.3,,美浦 加藤征,488(+4)
202506050512,12,6,11,オリビアジュテーム,牝5,53.0,▲上里,0:1:12.2,1.1/4,12,245.2,36.7,,美浦 西田,468(+2)
202506050512,13,8,16,トモジャミ,牝5,56.0,丹内,0:1:12.3,クビ,15,283.9,37.0,,美浦 鈴木伸,526(-4)
202506050512,14,3,6,ドナレア,牝4,56.0,江田照,0:1:12.3,ハナ,10,214.7,37.5,,美浦 高木,440(-2)
202506050512,15,3,5,ウォルラス,牡5,58.0,杉原,0:1:12.3,アタマ,16,311.6,36.6,,美浦 中川,506(0)
202506050512,16,2,3,ファイントパーズ,牝4,53.0,▲舟山,0:1:12.5,1.1/4,14,261.9,37.4,,美浦 鈴木伸,476(-3)
