,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202506050310,1,4,7,モンドプリューム,牡5,56.0,横山典,0:1:10.9,,8,20.3,36.5,,美浦 水野,510(0)
202506050310,2,5,8,ゲキザル,牡6,55.0,小林脩,0:1:11.0,1,7,19.8,36.1,,美浦 青木,484(0)
202506050310,3,4,6,ジェネラーレ,牡4,56.0,木幡巧,0:1:11.1,クビ,4,10.7,36.4,,栗東 野中,492(+2)
202506050310,4,6,11,ブレーザー,牡4,56.0,荻野極,0:1:11.1,クビ,2,4.5,36.2,,美浦 伊坂,528(+6)
202506050310,5,6,10,サザンエルフ,牝6,54.0,津村,0:1:11.2,1/2,5,12.1,36.4,,美浦 中川,494(+10)
202506050310,6,7,12,エンヤラヴフェイス,牡4,56.0,横山琉,0:1:11.2,ハナ,3,7.9,35.5,,栗東 森田,514(0)
202506050310,7,7,13,メイショウフジタカ,牡7,54.0,松岡,0:1:11.3,1/2,12,86.7,36.2,,栗東 飯田,496(+4)
202506050310,8,5,9,ワンダラー,牡3,56.0,内田博,0:1:11.4,1/2,1,2.3,36.8,,美浦 黒岩,530(+4)
202506050310,9,8,15,エレガントムーン,牝5,53.0,原,0:1:11.4,ハナ,6,16.7,36.1,,栗東 牧浦,458(+10)
202506050310,10,2,2,ビルカール,牡5,54.0,石川,0:1:11.5,クビ,11,44.2,37.4,,美浦 水野,472(+10)
202506050310,11,2,3,キュムロンニンバス,牡7,53.0,菊沢,0:1:11.8,1.3/4,14,127.1,36.2,,美浦 南田,510(+2)
202506050310,12,3,4,アイファースキャン,牡5,52.0,長浜,0:1:11.8,クビ,15,209.1,36.3,,美浦 根本,502(+6)
202506050310,13,3,5,シャカシャカシー,牡4,55.0,舟山,0:1:11.9,クビ,10,22.7,37.8,,栗東 茶木,532(+8)
202506050310,14,8,14,ランドオブラヴ,牝5,52.0,吉田豊,0:1:13.2,8,13,102.5,38.0,,美浦 蛯名正,434(-4)
202506050310,15,1,1,エコロエイト,牡4,55.0,佐々木,0:1:14.0,5,9,21.8,39.4,,美浦 田村,514(+6)
