,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ツクバヴァンガード,牡3,57.0,横山武,奥平,,美浦,2023101037,01170,リーチザクラウン,キャプテンガール,キャプテンスティーヴ,0.21782864337606136,2
1,1,2,ライカ,牡3,57.0,大野,杉浦,,美浦,2023104042,01096,サンダースノー,アカリ,ネオユニヴァース,-0.9021291053951805,7
2,2,3,ビップブレット,牡3,57.0,木幡巧,田島,,美浦,2023103841,01162,アルアイン,マナエヴァ,クロフネ,-4.163965444212963,16
3,2,4,フォーエバーラブ,牡3,54.0,▲上里,金成,,美浦,2023102941,01217,ミスターメロディ,プレシャスメイト,ステイゴールド,-1.7398181709154936,12
4,3,5,エクスプレスナイト,牡3,57.0,原,青木,,美浦,2023104074,01184,アジアエクスプレス,ヒルド,ロードカナロア,-2.1523290405847293,15
5,3,6,コウソクルリアン,牡3,57.0,石川,武藤,,美浦,2023102674,01150,サトノダイヤモンド,ファッションストリート,ストリートセンス,-1.9611359974824234,13
6,4,7,ライヴマティーニ,牝3,52.0,▲佐藤,尾形,,美浦,2023102925,01207,ゴールドドリーム,ハートオブマイン,ルーラーシップ,-0.6716270443198996,4
7,4,8,テンノルーキー,牡3,57.0,三浦,田村,,美浦,2023104349,01122,ダイワメジャー,マラコスタンブレ,Lizard Island,-1.6537774714196076,11
8,5,9,エフハリスト,牝3,55.0,横山和,奥村武,,美浦,2023105800,01140,ロードカナロア,シグナライズ,Frankel,-1.0458996959785958,8
9,5,10,ゲンテン,牡3,57.0,岩田康,尾関,,美浦,2023107346,05203,シルバーステート,レディイヴァンカ,Tiz Wonderful,-0.7141871505596991,6
10,6,11,タマモトップハット,牡3,55.0,△長浜,水野,,美浦,2023102794,01214,オルフェーヴル,タマモキャペリン,ダンカーク  Dunkirk(米),-0.07381771467047202,3
11,6,12,タイセイゴッシュ,牡3,57.0,キング,池上,,美浦,2023106037,05643,アルアイン,タイセイパルフェ,ロードカナロア,-1.0532101565198784,9
12,7,13,プラネタリーアワー,牝3,55.0,北村友,加藤征,,美浦,2023103421,01102,ドレフォン,シャインサンデー,トワイニング,-0.6948539422399764,5
13,7,14,トウカイレオ,牡3,57.0,佐々木,菊川,,美浦,2023102057,01197,モズアスコット,トウカイパシオン,ヨハネスブルグ,0.4729894990846539,1
14,8,15,スーホ,牡3,57.0,荻野極,上原佑,,美浦,2023107249,01160,モーリス,マーブルケーキ,キングカメハメハ,-1.1939007529483594,10
15,8,16,パンパネイラ,セ3,57.0,吉田豊,高橋文,,美浦,2023106904,00733,ドレフォン,ヴィレンスクラフト,ダイワメジャー,-2.1125073004707597,14
