,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ファイヴレター,牡9,58.0,丸田,佐藤吉,,美浦,2017102043,01117,タイムパラドックス,ピンクサプライズ,ネオユニヴァース,-1.8877350702522087,12
1,1,2,アデランテ,セ5,58.0,佐々木,菊川,,美浦,2021103525,01197,ミッキーグローリー,パリージョ,タイキシャトル,-0.8620884429905541,7
2,2,3,ニシノクードクール,牝4,56.0,池添,武藤,,美浦,2022106999,01032,ホークビル,セイウンリリシイ,ダイワメジャー,-1.2473870712991226,9
3,2,4,レッドセニョール,牡5,56.0,△長浜,矢嶋,,美浦,2021105779,01214,リアルインパクト,ポルケテスエーニョ,Medaglia d'Oro,-2.3272741992399895,14
4,3,5,チュウワチーフ,牡4,58.0,三浦,小崎,,栗東,2022110117,01122,Tom's d'Etat,Figure,Overanalyze,-0.49120818067952715,4
5,3,6,エーリアル,牝5,56.0,津村,西田,,美浦,2021104856,01092,リアルインパクト,サダムグランジュテ,キングカメハメハ,-0.31916966771829836,1
6,4,7,アルドール,牝5,56.0,石川,手塚久,,美浦,2021105707,01150,ロードカナロア,ヒルダズパッション,Canadian Frontier,-2.445450253198391,15
7,4,8,キョウエイフロイデ,牝5,56.0,原,中川,,美浦,2021101053,01184,サトノクラウン,ケイティバローズ,マンハッタンカフェ,-0.8361337121365033,5
8,5,9,ラオラシオン,セ5,58.0,北村友,斎藤誠,,美浦,2021105262,01102,クリエイター,ラセレシオン,ゼンノロブロイ,-1.4830339087378264,10
9,5,10,コスモストーム,牡4,58.0,武豊,北出,,栗東,2022104120,00666,デクラレーションオブウォー,オリーブティアラ,キングカメハメハ,-1.0849967457929508,8
10,6,11,ヘリオトロープ,牡4,58.0,ルメール,萩原,,美浦,2022105198,05339,ヘニーヒューズ,ワンミリオンス,ゴールドアリュール,-1.734943837208425,11
11,6,12,マイティマイティー,牡5,58.0,キング,佐々木,,栗東,2021103708,05643,ニューイヤーズデイ,アップトゥユー,サウスヴィグラス,-0.37746302585762315,2
12,7,13,プライベートアイズ,牡4,58.0,荻野極,萩原,,美浦,2022101572,01160,マジェスティックウォリアー,レッドシャンデル,ネオユニヴァース,-2.0734175371086243,13
13,7,14,ジャズ,牡5,58.0,横山武,辻野,,栗東,2021103227,01170,ルーラーシップ,カンタービレ,ディープインパクト,-0.48690774507529366,3
14,8,15,クレイヴィンオナー,セ5,58.0,岩田康,嘉藤,,美浦,2021104576,05203,ヘニーヒューズ,スターリーウインド,ゼンノロブロイ,-2.6599977507719554,16
15,8,16,スカイビート,牝4,56.0,石橋脩,野中,,栗東,2022101490,01077,ハクサンムーン,ハッピーベリンダ,アグネスデジタル,-0.8565066072362697,6
