,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202607010101,1,5,5,ヴェールミューズ,牝3,55.0,高杉,0:1:55.0,,1,1.8,38.5,,栗東 浜田,430(+2)
202607010101,2,3,3,タガノラヴズワン,牝3,52.0,▲和田陽,0:1:56.0,6,10,81.9,38.4,,栗東 平田,440(+6)
202607010101,3,4,4,トゥインクルピカ,牝3,55.0,富田,0:1:56.0,クビ,4,9.7,39.7,,栗東 四位,476(+2)
202607010101,4,6,6,ドリームキャリー,牝3,52.0,▲田山,0:1:56.2,3/4,2,4.1,39.3,,栗東 新谷,450(-6)
202607010101,5,2,2,ファストフォワード,牝3,55.0,小崎,0:1:56.6,2.1/2,3,5.8,40.0,,栗東 小林,502(+2)
202607010101,6,7,7,アウラニ,牝3,55.0,ディー,0:1:57.0,2.1/2,5,10.8,39.5,,栗東 武英,438(0)
202607010101,7,8,9,チョウスター,牝3,53.0,◇古川奈,0:1:58.1,7,7,51.1,41.3,,栗東 羽月,468(0)
202607010101,8,7,8,シンデレラカラー,牝3,55.0,丸山,0:1:58.2,1/2,6,23.2,41.6,,美浦 加藤和,456(+6)
202607010101,9,1,1,パーフェクトスノー,牝3,52.0,▲石神道,0:1:59.3,7,8,55.6,42.1,,美浦 田村,420(+12)
202607010101,10,8,10,トゥルパーニ,牝3,53.0,◇今村,0:2:05.3,大,9,65.4,46.8,,栗東 寺島,458(-6)
