,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202607010506,1,1,1,ホウオウゴールド,牡4,58.0,高杉,0:1:24.1,,3,4.4,35.6,,美浦 栗田,478(-2)
202607010506,2,7,13,ポルトドール,牡6,58.0,田口,0:1:24.3,1.1/2,9,30.1,36.4,,栗東 小栗,470(-2)
202607010506,3,3,5,エイシンマールス,牡4,58.0,小沢,0:1:24.6,1.1/2,2,4.1,37.1,,栗東 今野,464(0)
202607010506,4,5,9,ダディーズグーグー,牡4,58.0,浜中,0:1:24.6,クビ,11,38.0,37.4,,栗東 畑端,474(-1)
202607010506,5,2,3,パヴィーア,牝4,53.0,▲田山,0:1:24.9,1.1/2,1,3.5,37.3,,栗東 田中克,476(+14)
202607010506,6,8,16,イイデカンタロウ,牡5,58.0,酒井,0:1:25.0,3/4,6,16.4,37.0,,栗東 北出,522(+6)
202607010506,7,3,6,コルヴィル,牝5,53.0,▲舟山,0:1:25.0,ハナ,5,12.1,36.7,,美浦 柄崎,490(-6)
202607010506,8,7,14,オースミライト,牝4,56.0,加藤,0:1:25.1,1/2,13,52.4,37.7,,栗東 宮本,482(+8)
202607010506,9,8,15,ティアップドライブ,牡4,58.0,古川吉,0:1:25.2,1/2,10,30.7,36.5,,美浦 奥平,490(-4)
202607010506,10,6,11,タリスマン,牡5,58.0,伊藤,0:1:25.3,1/2,8,20.3,36.6,,美浦 金成,474(0)
202607010506,11,6,12,シュヴァルム,牝4,56.0,丸田,0:1:25.7,2.1/2,12,48.7,36.6,,美浦 尾関,452(+2)
202607010506,12,4,8,リゼレインボー,牡7,58.0,富田,0:1:25.8,1/2,16,179.9,37.8,,美浦 松山,496(+8)
202607010506,13,4,7,パーリーラスター,牝4,56.0,長岡,0:1:25.8,ハナ,14,107.0,37.6,,美浦 池上,450(+2)
202607010506,14,5,10,ジョードリウム,牡4,58.0,国分恭,0:1:25.8,ハナ,7,17.5,38.1,,栗東 清水久,516(+14)
202607010506,15,1,2,エポカスピーガ,牝4,54.0,△柴田裕,0:1:26.7,5,15,134.0,39.6,,美浦 田中剛,480(-10)
202607010506,16,2,4,サザンティスプーン,牝4,53.0,▲小林美,0:1:28.1,8,4,10.2,39.2,,美浦 鈴木伸,414(-16)
