,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202607010510,1,6,8,ディーガレジェンド,牡5,58.0,西塚,0:2:15.3,,7,15.8,,,栗東 藤原,470(0)
202607010510,2,8,11,パフュームセント,牝5,56.0,池添,0:2:15.4,1.1/4,1,2.5,,,栗東 斉藤崇,450(0)
202607010510,3,6,7,ジョイエッロ,牡4,57.0,田口,0:2:15.5,1/2,3,5.0,,,栗東 池江,448(+2)
202607010510,4,3,3,ジェットブレード,牡4,57.0,岩田康,0:2:15.6,1/2,6,13.0,,,美浦 青木,502(+4)
202607010510,5,5,6,ドゥレイクパセージ,牡5,58.0,浜中,0:2:15.7,1/2,9,58.4,,,美浦 堀,480(+10)
202607010510,6,1,1,ピンキープロミス,牡6,58.0,富田,0:2:15.8,1/2,8,43.6,,,美浦 畠山,484(+4)
202607010510,7,7,10,ニュークレド,牡4,57.0,高杉,0:2:15.8,ハナ,2,4.3,,,栗東 石坂,440(+4)
202607010510,8,7,9,フルレゾン,牝5,56.0,亀田,0:2:15.8,クビ,4,7.2,,,栗東 池添,446(-2)
202607010510,9,4,4,バンフィエルド,牡7,58.0,国分恭,0:2:15.9,アタマ,10,62.6,,,栗東 緒方,428(-8)
202607010510,10,5,5,オルトパラティウム,牡5,58.0,斎藤,0:2:16.2,1.3/4,5,12.2,,,栗東 安田,512(-8)
202607010510,11,8,12,アナレンマ,セ8,58.0,小沢,0:2:16.3,1.1/4,11,87.9,,,美浦 中舘,452(+10)
202607010510,12,2,2,オリエンタルナイト,セ5,58.0,鷲頭,0:2:17.1,5,12,217.3,,,栗東 井上,522(-2)
