,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202607010507,1,1,1,キスアンドクライ,牝4,56.0,小沢,0:1:34.4,,4.0,7.2,33.8,,栗東 橋口,452(+6)
202607010507,2,2,4,メイリー,牝4,56.0,富田,0:1:34.6,1.1/4,12.0,25.4,33.9,,美浦 鈴木慎,450(0)
202607010507,3,8,16,レモンバーム,牝4,53.0,▲石神道,0:1:34.7,1,5.0,8.2,34.3,,美浦 嘉藤,448(-4)
202607010507,4,4,8,ジョワイユノエル,牝4,56.0,浜中,0:1:34.8,3/4,3.0,6.0,33.9,,栗東 辻野,466(+4)
202607010507,5,1,2,ツインピークス,牝4,56.0,酒井,0:1:34.9,クビ,8.0,15.2,33.9,,美浦 千葉,498(+4)
202607010507,6,5,9,チリーゴールド,牝4,56.0,高杉,0:1:34.9,クビ,9.0,18.2,33.7,,栗東 飯田,426(-4)
202607010507,7,3,5,グローブアマランス,牝5,56.0,吉田隼,0:1:35.0,3/4,2.0,5.9,33.8,,栗東 中尾,484(+2)
202607010507,8,3,6,シャーリーゴールド,牝5,53.0,▲田山,0:1:35.1,クビ,13.0,51.1,33.9,,栗東 佐藤悠,466(0)
202607010507,8,7,14,ムーンライトラガー,牝4,56.0,池添,0:1:35.1,同着,1.0,4.7,33.7,,栗東 大久保,426(0)
202607010507,10,6,11,ショウナンラウール,牝5,56.0,田口,0:1:35.1,クビ,7.0,15.0,33.6,,栗東 高橋忠,428(+4)
202607010507,11,2,3,マリーヌ,牝4,54.0,◇古川奈,0:1:35.1,クビ,10.0,18.3,34.1,,栗東 斉藤崇,486(-6)
202607010507,12,4,7,ヒルノセビリア,牝5,56.0,岩部,0:1:35.4,1.3/4,14.0,127.8,33.8,,栗東 昆,450(-4)
202607010507,13,5,10,エンベッカ,牝4,54.0,△鷲頭,0:1:35.5,3/4,6.0,10.3,33.8,,栗東 柴田,418(-2)
202607010507,14,6,12,バーニングフレーム,牝4,56.0,小林凌,0:1:35.9,2.1/2,15.0,296.9,35.1,,美浦 伊藤伸,466(-10)
202607010507,15,8,15,オタルグリーン,牝5,54.0,△柴田裕,0:1:35.9,クビ,11.0,24.5,34.2,,栗東 中竹,456(0)
202607010507,取消,7,13,コンバットペスカ,牝5,54.0,◇永島,,,,,,,栗東 角田,
