,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202607010412,1,3,6,シルフズミスチーフ,牝4,54.0,◇今村,0:1:12.2,,1,3.6,36.5,,栗東 池江,464(+4)
202607010412,2,7,14,フルドド,牝4,56.0,吉村,0:1:12.2,クビ,2,3.8,36.7,,栗東 茶木,462(-4)
202607010412,3,3,5,グランデスフィーダ,牡6,58.0,西村淳,0:1:12.4,1,4,10.4,36.4,,栗東 佐藤悠,538(0)
202607010412,4,2,4,エコロカディス,セ4,58.0,杉原,0:1:12.5,1/2,8,20.7,36.8,,美浦 森一,450(0)
202607010412,5,8,15,サンライズブレイク,牡4,58.0,富田,0:1:12.6,1/2,3,4.0,36.7,,栗東 浜田,514(0)
202607010412,6,2,3,ハッピーウィズユー,牝4,56.0,幸,0:1:12.6,クビ,7,17.5,36.3,,美浦 小笠,508(-2)
202607010412,7,5,10,ナムラペルル,牝4,56.0,丸田,0:1:12.7,1/2,9,23.8,36.1,,美浦 石栗,470(-2)
202607010412,8,4,8,メイプルギャング,牡5,56.0,△柴田裕,0:1:13.3,3.1/2,5,13.6,36.9,,栗東 中竹,504(-4)
202607010412,9,6,12,フェゲフォイア,牡6,55.0,▲田山,0:1:13.5,1,10,30.1,36.8,,栗東 岡田,464(-6)
202607010412,10,6,11,サンライズタイソン,牡6,58.0,小沢,0:1:13.7,3/4,14,171.1,37.0,,栗東 平田,438(+8)
202607010412,11,5,9,ジェイエルバース,牡4,55.0,▲和田陽,0:1:13.9,1.1/4,11,44.7,38.6,,美浦 平岩,502(0)
202607010412,12,7,13,ウインレアリゼ,牝4,53.0,▲石神道,0:1:14.1,1.1/4,12,85.6,37.8,,美浦 小手川,478(+4)
202607010412,13,4,7,エスタボニート,牡5,58.0,的場,0:1:14.1,ハナ,16,286.0,38.0,,美浦 的場,496(-14)
202607010412,14,1,2,アルマグラース,牝4,56.0,嶋田,0:1:14.8,4,15,281.7,38.8,,美浦 水野,460(+14)
202607010412,15,1,1,オレイア,牝4,52.0,★河原田,0:1:15.4,3.1/2,13,151.0,39.4,,栗東 秋山,386(0)
202607010412,16,8,16,メイショウホダワラ,牝4,56.0,団野,0:1:15.4,ハナ,6,15.9,40.1,,栗東 荒川,480(-2)
