,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202607010404,1,6,11,ロザーンジュ,牝3,53.0,◇今村,0:2:00.3,,4,7.2,35.0,6-7-7-8,栗東 寺島,426(-2)
202607010404,2,1,1,コティノス,牡3,54.0,▲田山,0:2:00.4,1,2,3.9,35.5,4-3-4-3,栗東 須貝,486(+2)
202607010404,3,2,3,ブライトエアリー,牝3,55.0,西村淳,0:2:00.8,2,3,6.9,36.1,1-1-1-1,美浦 相沢,448(-4)
202607010404,4,3,4,ワンダーシャッフル,牡3,53.0,★河原田,0:2:00.9,1/2,6,11.5,35.7,8-8-7-6,栗東 渡辺,464(-12)
202607010404,5,8,14,メイショウハンター,牡3,57.0,浜中,0:2:01.1,1.1/2,8,33.4,35.2,15-15-15-12,栗東 長谷川,488(0)
202607010404,6,4,7,トンデトンデトンデ,牡3,57.0,亀田,0:2:01.1,クビ,15,307.2,35.0,14-13-13-14,栗東 北出,458(-4)
202607010404,7,4,6,メイショウケンゴウ,牡3,57.0,松若,0:2:01.2,1/2,5,10.5,35.6,8-11-10-10,栗東 高橋亮,474(-8)
202607010404,8,6,10,ウィスカーパッド,牝3,55.0,横山武,0:2:01.5,1.1/2,1,2.5,36.7,2-2-2-2,栗東 藤岡健,440(+2)
202607010404,9,3,5,チュオンソン,牡3,57.0,横山典,0:2:01.5,アタマ,9,35.3,35.7,8-10-12-12,栗東 昆,468(0)
202607010404,10,5,9,ロスニーニョス,牡3,57.0,古川吉,0:2:01.8,2,12,220.1,35.8,13-14-13-14,栗東 大根田,470(-6)
202607010404,11,2,2,ウインファイネスト,牡3,54.0,▲舟山,0:2:02.0,1.1/4,10,64.4,36.9,6-5-6-5,美浦 鹿戸,484(0)
202607010404,12,5,8,リードアクター,牡3,57.0,丸山,0:2:02.1,3/4,11,83.7,36.4,12-11-10-11,栗東 本田,504(0)
202607010404,13,8,15,ディープマウンテン,牝3,55.0,木幡初,0:2:02.2,アタマ,7,20.1,36.7,8-8-7-9,美浦 深山,406(-2)
202607010404,14,7,13,スターアライズ,牝3,52.0,▲石神道,0:2:02.8,3.1/2,13,235.4,37.8,3-3-3-3,美浦 大和田,398(-12)
202607010404,15,7,12,ベジョータ,牡3,57.0,富田,0:2:04.3,9,14,291.5,39.1,4-5-4-6,栗東 野中,512(+2)
