,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,レイナサンライズ,牝3,53.0,◇永島,平田,,栗東,2023106550,01187,ゴールドドリーム,ハニーエンパイア,エンパイアメーカー  Empire Maker(米),-1.437046873398725,4
1,1,2,スマートエトワール,牝3,55.0,泉谷,辻野,,栗東,2023106004,01182,ドレフォン  Drefong(米),スマートランウェイ,ディープインパクト,-4.290254013556819,16
2,2,3,テリコス,牡3,57.0,岩田康,四位,,栗東,2023101035,05203,ダイワメジャー,インドリヤ  Indriya(米),Stormy Atlantic,-4.095087686703742,15
3,2,4,フォーティンブラス,牡3,57.0,西村淳,池江,,栗東,2023103776,01171,エピファネイア,サトノガーネット,ディープインパクト,-2.9002201357644712,10
4,3,5,ヒカ,牝3,55.0,太宰,飯田,,栗東,2023105671,01037,クリソベリル,オーシャンズ,サウスヴィグラス,-3.273906342273187,14
5,3,6,マダムカマラード,牝3,55.0,秋山稔,宮,,栗東,2023100978,01181,ディーマジェスティ,アブシンベル,Pioneerof the Nile,-0.24101896538845427,1
6,4,7,ソルアモール,牝3,55.0,荻野琢,宮本,,栗東,2023100906,01112,ドレフォン  Drefong(米),エスカナール,スペシャルウィーク,-3.093645293573926,12
7,4,8,ダイイズキャスト,牡3,57.0,横山武,新谷,,栗東,2023107539,01170,Blame,Tizdaria,Tiznow,-0.41019508785291303,2
8,5,9,ホーナー,牡3,57.0,浜中,栗田,,美浦,2023107518,01115,Improbable  (米),Social Gal,Pure Prize,-1.6876881904009269,5
9,5,10,マリンパレス,牡3,57.0,川又,笹田,,栗東,2023103998,01166,ビーチパトロール  Beach Patrol(米),マリントウショウ,キャプテンスティーヴ  Captain Steve(米),-2.770929057562249,9
10,6,11,トレジャーストーン,牡3,57.0,坂井,藤原,,栗東,2023110102,01163,Uncle Mo  (米),Treasuring,Smart Strike  (加),-2.3791243618188984,8
11,6,12,メイショウライゴー,牡3,57.0,武豊,安達,,栗東,2023104966,00666,ヴァンゴッホ,アライア,タイキシャトル,-3.1588611698726954,13
12,7,13,ウインクリンゲル,牡3,57.0,吉村,宮本,,栗東,2023105885,01216,ニホンピロアワーズ,シゲルチャグチャグ,サムライハート,-1.7866906166699381,7
13,7,14,ベルラフィネ,牝3,55.0,田口,岡田,,栗東,2023100305,01208,ドレフォン  Drefong(米),ラフィネシチー,ゴールドアリュール,-2.97826563927743,11
14,8,15,ジャージーテーラー,牝3,52.0,▲森田,緒方,,栗東,2023103070,01222,ゴールドドリーム,フォーエバーワン,ハービンジャー  Harbinger(英),-0.613637554206794,3
15,8,16,ストリートクイーン,牝3,55.0,藤懸,高橋一,,栗東,2023101091,01138,ルヴァンスレーヴ,ストリートキャット,アドマイヤムーン,-1.7301065475043607,6
