,result_flag
0,True
1,True
2,True
3,False
4,False
5,False
6,False
7,False
8,False
9,True
10,True
11,True
12,False
13,False
14,False
15,False
16,False
17,False
18,False
19,False
20,True
21,True
22,True
23,False
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,False
33,False
34,True
35,True
36,True
37,False
38,False
39,False
40,False
41,False
42,False
43,False
44,True
45,True
46,True
47,False
48,False
49,False
50,False
51,False
52,False
53,True
54,True
55,True
56,False
57,False
58,False
59,False
60,False
61,False
62,False
