,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,メイプルキュート,牝3,55.0,亀田,北出,,栗東,2023102775,01176,ゴールドシップ,メイプルケプラー,カネヒキリ,-2.058784267565266,12
1,1,2,スマートティアナ,牝3,55.0,浜中,石橋,,栗東,2023102225,01115,シルバーステート,スマートオーシャン,Mr. Greeley,-0.5319173033482412,4
2,2,3,ホワイトフレイムス,牡3,57.0,幸,吉岡,,栗東,2023106873,00732,ポエティックフレア,イルーシヴゴールド,ステイゴールド,-1.9063271347811457,10
3,2,4,アリアベルデ,牝3,55.0,西村淳,清水久,,栗東,2023105226,01171,サートゥルナーリア,バウンシーチューン,ステイゴールド,-3.409213040158048,17
4,3,5,ハピネスサンライズ,牝3,55.0,鮫島駿,東田,,栗東,2023100910,01157,ダノンスマッシュ,オークヴィル,タニノギムレット,-1.0898394382145757,6
5,3,6,アメリカンサクラ,牡3,57.0,富田,矢作,,栗東,2023110080,01168,Liam's Map,Schon,Harlan's Holiday,-1.8830695532295947,9
6,4,7,テイクザスローン,牡3,57.0,高倉,武英,,栗東,2023103707,01130,サトノクラウン,トロイメント,ダイワメジャー,-2.6061766040427137,16
7,4,8,リアライズアリス,牝3,55.0,松若,杉山晴,,栗東,2023101295,01154,エピファネイア,デアリングバード,キングカメハメハ,0.928177762080209,2
8,5,9,ドローイング,牝3,55.0,池添,秋山,,栗東,2023104264,01032,リオンディーズ,ルサビ,アグネスタキオン,-0.1494773267051221,3
9,5,10,ジリアート,牝3,55.0,坂井,矢作,,栗東,2023107309,01163,エピファネイア,リスグラシュー,ハーツクライ,1.3741739646245965,1
10,6,11,マイネルカイザー,牡3,54.0,▲森田,宮,,栗東,2023104460,01222,ダノンキングリー,スクービドゥー,Johan Cruyff,-2.042040692753898,11
11,6,12,シャロン,牝3,55.0,吉村,杉山晴,,栗東,2023105372,01216,コントレイル,ヒミコII  Himiko(米),American Pharoah  (米),-2.4861060403625963,15
12,7,13,レザベーション,牡3,57.0,田口,松下,,栗東,2023103268,01208,ダノンプレミアム,プレノタート,ジャングルポケット,-1.16143617279305,7
13,7,14,フェルギナス,牡3,57.0,北村友,矢作,,栗東,2023103376,01102,エピファネイア,カンビーナ,Hawk Wing,-1.2587773584743354,8
14,7,15,ティラユール,牡3,57.0,酒井,北出,,栗東,2023100622,01034,グァンチャーレ,ビエンナーレ,ステイゴールド,-1.0162931672846507,5
15,8,16,ザムーン,牝3,55.0,荻野極,千田,,栗東,2023101170,01160,アメリカンペイトリオット,ムーンチャイム,アドマイヤムーン,-2.3333804448749196,14
16,8,17,ハクサンテドリガワ,牝3,55.0,小崎,小崎,,栗東,2023105692,01152,ハクサンムーン,キャメロンロード,デュランダル,-3.66561977347284,18
17,8,18,エイシンビーコン,牡3,57.0,川又,吉村,,栗東,2023105513,01166,エイシンヒカリ,エイシンピカソ,Drosselmeyer,-2.2701460225181402,13
