,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,エリュグレイス,牝3,55.0,横山和,和田勇,,美浦,2023103467,01140,エピファネイア,ダイワクンナナ,ノヴェリスト,-1.3764375833095117,4
1,1,2,アリアファブラ,牝3,55.0,丹内,尾関,,美浦,2023106341,01091,アルバート,アカネサス,ロードカナロア,-0.21946717751486183,2
2,2,3,チョコスコーン,牝3,55.0,菊沢,林,,美浦,2023107263,01161,ハービンジャー,ミディオーサ,ディープインパクト,-2.501589320417626,14
3,2,4,カサナルキセキ,牝3,55.0,石橋脩,青木,,美浦,2023100156,01077,ガルボ,ファストライフ,スーパーホーネット,-3.2060338299306728,17
4,3,5,コンフィグシス,牝3,55.0,丸田,小笠,,美浦,2023103688,01117,シスキン  Siskin(米),グラシアディヴィナ,ディープインパクト,-2.157833425767965,9
5,3,6,シルバープレミア,牝3,55.0,横山典,西田,,美浦,2023105576,00660,ワールドプレミア,ジョリーザスターズ,Sea The Stars  Sea the Stars,-3.784619947763112,18
6,4,7,オーブレーヌ,牝3,52.0,▲石神道,和田郎,,美浦,2023106812,01209,ブリックスアンドモルタル  Bricks and Mortar(米),ムーンライトナイト,ステイゴールド,-2.437976080047236,13
7,4,8,コスモナエマ,牝3,55.0,津村,手塚久,,美浦,2023106443,01092,ダノンバラード,サザンスピード,Southern Image,-2.5028656675385768,15
8,5,9,サムシングスイート,牝3,55.0,岩田望,伊藤大,,美浦,2023106219,01174,サートゥルナーリア,サムシングジャスト,ヴィクトワールピサ,-0.0658601281830827,1
9,5,10,クレアノア,牝3,55.0,戸崎圭,久保田,,美浦,2023107319,05386,アドマイヤマーズ,リリレフア,ロードカナロア,-0.4742172160970062,3
10,6,11,トパーズテソーロ,牝3,55.0,原,稲垣,,美浦,2023106746,01184,ゴールドシップ,ノウ,Street Cry,-2.351129733987248,12
11,6,12,イバラヒメ,牝3,52.0,▲小林美,新開,,美浦,2023101298,01206,サトノダイヤモンド,ユラヒメ,ロードカナロア,-2.229176210079912,10
12,7,13,ヴェニゼロス,牝3,52.0,▲舟山,林,,美浦,2023106893,01221,コントレイル,ヴァシリカ  Vasilika(米),Skipshot,-2.100014642659871,8
13,7,14,ファンシーシェイプ,牝3,55.0,丸山,矢野,,美浦,2023103514,01127,ロゴタイプ,ピンクレガシー,ヴィクトワールピサ,-1.9068773772124425,7
14,7,15,メジロピオラ,牝3,55.0,三浦,武井,,美浦,2023103905,01122,リオンディーズ,メジロシャレード,マンハッタンカフェ,-1.8562445355033808,6
15,8,16,ライトハウス,牝3,55.0,田辺,久保田,,美浦,2023105701,01075,ダノンスマッシュ,クナウ,シンボリクリスエス,-3.124038392460178,16
16,8,17,アジャイブ,牝3,52.0,▲石田,小笠,,美浦,2023102676,01203,キセキ,アレクサンドレッタ,ダイワメジャー,-2.3144671146249767,11
17,8,18,セシルブリュネ,牝3,55.0,横山武,栗田,,美浦,2023106841,01170,サートゥルナーリア,アドマイヤリード,ステイゴールド,-1.6906032911754785,5
