,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ブルースプレイヤー,牡3,54.0,▲森田,高橋亮,,栗東,2023103432,01222,マインドユアビスケッツ,ジェラテリアバール,マンハッタンカフェ,-3.913119465759308,10
1,2,2,カットソロ,牡3,57.0,坂井,矢作,,栗東,2023105404,01163,コントレイル,スルターナ,キングヘイロー,1.1097256401640523,1
2,3,3,アズライトアスール,牡3,57.0,城戸,鈴木孝,,栗東,2023100785,01147,ミッキーアイル,エスピナアスール,フジキセキ,-2.245931993086834,8
3,4,4,ラピス,牝3,55.0,北村友,安田,,栗東,2023104405,01102,コントレイル,ファヴォーラ,Frankel,-0.5667530907448003,4
4,4,5,トコトコクマチ,牡3,54.0,▲田山,岡田,,栗東,2023104077,01220,ホッコータルマエ,ムニン,Bernardini,-5.318019757154012,13
5,5,6,ナムラヴンダー,牡3,57.0,鮫島駿,河嶋,,栗東,2023106243,01157,キセキ,ナムラジュノー,トーセンホマレボシ,-5.180204284444966,12
6,5,7,ユイバイハウス,牡3,57.0,幸,森田,,栗東,2023102161,00732,デクラレーションオブウォー,ブレシッドサイレンス,Siyouni,-2.048912646104485,6
7,6,8,ドットカモン,牡3,57.0,西塚,笹田,,栗東,2023104773,01200,ノーブルミッション  Noble Mission(英),サンデーアゲイン,マーベラスサンデー,-3.3625296239097264,9
8,6,9,ケンブリッジグレイ,牝3,51.0,★河原田,渡辺,,栗東,2023105085,01204,マインドユアビスケッツ,ブルーインザスカイ,チチカステナンゴ,-0.670028188125078,5
9,7,10,ダノンミッドナイト,牡3,57.0,川田,中内田,,栗東,2023105335,01088,コントレイル,モアナ,キンシャサノキセキ,-0.060698302050400096,2
10,7,11,キービート,牡3,57.0,藤懸,宮,,栗東,2023104289,01138,ファインニードル,マンノアクトレス,ハーツクライ,-2.198345003374145,7
11,8,12,アスクウルトラモア,牡3,55.0,◇古川奈,矢作,,栗東,2023105237,01190,コントレイル,ケンホープ,Kendargent,-4.786680170247347,11
12,8,13,デルマフジ,牡3,57.0,浜中,武幸,,栗東,2023103481,01115,キタサンブラック,デルマカトリーナ,Ghostzapper,-0.4602722537063054,3
