,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202608030712,1,6,10,ライトニングゼウス,牡5,58.0,川田,0:1:11.9,,1,2.3,35.8,,美浦 伊藤圭,508(-2)
202608030712,2,7,13,フェデラー,牡4,58.0,太宰,0:1:12.0,1/2,3,6.5,35.5,,栗東 石橋,510(+2)
202608030712,3,8,15,メイショウドライブ,牝4,56.0,田口,0:1:12.0,ハナ,6,25.1,36.3,,栗東 鈴木孝,450(+4)
202608030712,4,8,14,インディゴアスール,牡4,58.0,松山,0:1:12.1,1/2,4,8.0,36.1,,栗東 鈴木孝,534(+4)
202608030712,5,2,2,ドンパッショーネ,牡4,58.0,幸,0:1:12.1,クビ,2,3.3,36.0,,栗東 斉藤崇,514(-8)
202608030712,6,5,9,フェンダー,牡5,58.0,鮫島駿,0:1:12.1,ハナ,5,11.4,35.8,,栗東 柴田,526(-4)
202608030712,7,6,11,テラステラ,牡6,58.0,団野,0:1:12.2,1/2,10,66.9,35.7,,栗東 荒川,478(-2)
202608030712,8,4,7,アストラカ,セ5,58.0,高杉吏,0:1:12.3,クビ,8,46.6,35.0,,栗東 石坂,488(-2)
202608030712,9,2,3,オコタンペ,牡5,56.0,△田山,0:1:12.4,1/2,9,63.7,36.2,,栗東 須貝,486(-4)
202608030712,9,5,8,ピコニ,牡5,58.0,酒井,0:1:12.4,同着,12,73.8,36.2,,美浦 牧,496(-4)
202608030712,11,3,5,ハピアーザンエバー,牡5,55.0,▲森田,0:1:12.5,クビ,14,311.8,35.4,,栗東 羽月,466(+4)
202608030712,12,1,1,ズバットマサムネ,セ5,58.0,川又,0:1:12.5,ハナ,7,38.5,36.5,,栗東 杉山佳,494(+2)
202608030712,13,3,4,ゴイゴイスー,牡8,58.0,川須,0:1:12.5,クビ,13,133.2,35.7,,栗東 中尾,512(0)
202608030712,14,7,12,ラヴァグロウ,牝6,56.0,秋山稔,0:1:12.8,2,15,338.1,35.4,,美浦 畠山,440(-6)
202608030712,15,4,6,ショウナンラリー,牡4,58.0,池添,0:1:13.3,3,11,66.9,37.4,,美浦 嘉藤,486(-10)
