,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202608030103,1,8,15,ダイチノナポリ,牝3,55.0,高倉,0:1:45.6,,7,20.5,34.8,2-2,栗東 畑端,432(+10)
202608030103,2,7,12,ハヤブササキチャン,牝3,55.0,西村淳,0:1:45.7,1.1/4,1,2.0,34.7,4-4,栗東 東田,422(+6)
202608030103,3,5,9,サンダーバード,牝3,55.0,浜中,0:1:46.1,2,4,12.0,35.2,3-2,栗東 武幸,440(+14)
202608030103,4,4,6,メイショウプレマ,牝3,52.0,▲森田,0:1:46.2,3/4,11,65.9,34.9,7-7,栗東 石橋,474(0)
202608030103,5,4,7,タガノプトゥリ,牝3,55.0,秋山稔,0:1:46.4,1.1/2,15,411.5,34.7,12-12,栗東 鈴木孝,430(-2)
202608030103,6,3,4,ロッサコメータ,牝3,55.0,高杉,0:1:46.5,クビ,6,17.9,35.2,7-7,栗東 吉岡,446(0)
202608030103,7,7,13,メイショウローゼ,牝3,55.0,藤懸,0:1:46.5,クビ,9,23.6,34.6,12-13,栗東 本田,408(+10)
202608030103,8,3,5,エトワールブーケ,牝3,55.0,岩部,0:1:46.5,ハナ,13,100.1,34.6,14-13,栗東 昆,434(0)
202608030103,9,6,10,グリッタードール,牝3,55.0,田口,0:1:46.6,クビ,14,174.8,35.5,6-4,栗東 大橋,472(+4)
202608030103,10,1,1,コールラヴ,牝3,55.0,岩田望,0:1:46.6,クビ,3,6.7,35.3,7-7,栗東 友道,418(-2)
202608030103,11,2,3,ルージュソムニウム,牝3,55.0,幸,0:1:46.7,3/4,10,26.4,35.2,10-10,栗東 加藤公,444(+2)
202608030103,12,2,2,ヴィーラー,牝3,55.0,菱田,0:1:46.8,1/2,8,23.6,35.8,4-4,栗東 矢作,426(+2)
202608030103,13,6,11,ゲフィオン,牝3,55.0,吉村,0:1:46.9,1,5,13.7,35.4,10-10,栗東 辻野,442(+14)
202608030103,14,8,14,デュードロップ,牝3,55.0,国分優,0:1:49.0,大,12,96.5,38.3,1-1,栗東 平田,408(-2)
202608030103,中止,5,8,ビロングトゥミー,牝3,55.0,松山,,,2,5.0,,,栗東 前川,436(+4)
