,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202608010511,1,2,3,サンダーストラック,牡3,57.0,ハマー,0:1:33.4,,9,19.5,34.4,,美浦 木村,524(+4)
202608010511,2,8,16,サウンドムーブ,牡3,57.0,団野,0:1:33.5,クビ,4,7.2,34.3,,栗東 斉藤崇,456(-2)
202608010511,3,1,1,アルトラムス,牡3,57.0,岩田望,0:1:33.6,3/4,3,5.8,34.1,,栗東 野中,474(-6)
202608010511,4,6,11,バルセシート,牡3,57.0,北村友,0:1:33.7,1/2,2,5.0,34.0,,栗東 松下,468(+2)
202608010511,5,7,13,モノポリオ,牡3,57.0,ルメー,0:1:34.1,2.1/2,1,4.7,35.1,,美浦 森一,482(-10)
202608010511,6,5,9,エイズルブルーム,牝3,55.0,池添,0:1:34.3,1,12,53.3,34.4,,栗東 坂口,444(-4)
202608010511,7,6,12,フォルナックス,牝3,55.0,西村淳,0:1:34.3,ハナ,6,13.0,35.1,,栗東 奥村豊,464(0)
202608010511,8,5,10,ファニーバニー,牝3,55.0,鮫島駿,0:1:34.3,クビ,15,106.0,36.0,,栗東 杉山佳,442(-2)
202608010511,9,2,4,ディアダイヤモンド,牝3,55.0,武豊,0:1:34.3,ハナ,5,8.3,35.0,,美浦 手塚久,462(-6)
202608010511,10,1,2,リアライズブラーヴ,牡3,57.0,松山,0:1:34.4,クビ,11,24.1,34.8,,栗東 杉山晴,478(+6)
202608010511,11,4,7,カクウチ,牡3,57.0,藤岡佑,0:1:34.5,1,14,98.5,35.7,,栗東 小崎,460(+8)
202608010511,12,4,8,トミーバローズ,牡3,57.0,坂井,0:1:34.6,1/2,10,20.0,35.1,,栗東 清水久,474(+4)
202608010511,13,8,15,クールデイトナ,牡3,57.0,吉村,0:1:34.9,1.3/4,8,15.7,35.8,,栗東 宮地,480(+2)
202608010511,14,7,14,プレダトゥール,牡3,57.0,亀田,0:1:35.1,1.1/4,16,193.8,36.0,,栗東 北出,456(+4)
202608010511,15,3,5,フレイムスター,牡3,57.0,高杉吏,0:1:35.4,2,13,67.6,36.7,,栗東 清水久,520(-6)
202608010511,16,3,6,ルートサーティーン,牡3,57.0,岩田康,0:1:36.1,4,7,13.6,37.4,,栗東 辻野,486(+10)
