,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202608010707,1,5,5,エンマ,牡4,57.0,高倉,0:2:00.4,,5,8.6,,,栗東 武英,466(-2)
202608010707,2,8,10,オリジナルファイン,牝4,55.0,吉村,0:2:00.5,クビ,3,5.4,,,栗東 清水久,500(-8)
202608010707,3,7,9,アスクガンバーレ,牡4,57.0,岩田康,0:2:00.5,クビ,2,4.4,,,栗東 福永,444(+4)
202608010707,4,4,4,テンエースワン,牡5,58.0,岩田望,0:2:00.9,2.1/2,7,21.9,,,栗東 大久保,480(-6)
202608010707,5,7,8,モズプリヴェール,牡4,57.0,松山,0:2:01.1,3/4,8,29.8,,,栗東 森田,494(0)
202608010707,6,3,3,ワイドクリーガー,牡4,57.0,団野,0:2:01.2,1/2,9,35.3,,,栗東 奥村豊,474(-6)
202608010707,7,2,2,ダイシンレアレア,牡4,57.0,鮫島駿,0:2:01.2,アタマ,6,18.3,,,栗東 高橋一,490(0)
202608010707,8,1,1,セーデルマンランド,牡4,57.0,古川吉,0:2:01.6,2,10,77.8,,,栗東 大根田,506(-6)
202608010707,9,6,7,サルタール,セ4,57.0,小崎,0:2:01.6,クビ,4,8.6,,,栗東 小崎,522(+2)
202608010707,10,8,11,オリーブグリーン,牡4,57.0,坂井,0:2:01.7,クビ,1,2.3,,,栗東 矢作,540(+14)
202608010707,11,6,6,テンカオーライ,牡6,55.0,▲田山,0:2:02.3,3.1/2,11,336.5,,,栗東 松下,510(0)
