,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202505040802,1,7,8,ヒズマスターピース,牝2,55.0,菅原明,0:1:34.9,,2,5.4,35.2,1-1,美浦 国枝,512,-2
202505040802,2,5,5,ダイユウヴェンティ,牝2,55.0,内田博,0:1:35.0,3/4,6,46.8,34.8,5-5,美浦 松永康,432,-6
202505040802,3,2,2,ジュラトリー,牝2,55.0,津村,0:1:35.2,1.1/4,3,10.6,34.8,7-7,美浦 池上,470,+10
202505040802,4,3,3,ボーントゥラブユー,牝2,55.0,三浦,0:1:35.2,ハナ,5,24.5,34.8,7-7,美浦 小笠,464,+8
202505040802,5,7,7,トレニアムーン,牝2,52.0,▲遠藤,0:1:35.5,1.3/4,7,159.4,34.9,9-9,美浦 清水英,468,0
202505040802,6,8,9,サンセリテ,牝2,55.0,戸崎圭,0:1:35.8,1.1/2,1,1.1,36.0,2-2,美浦 鹿戸,440,+2
202505040802,7,6,6,カシノリアーナ,牝2,52.0,▲水沼,0:1:36.1,2,9,266.5,35.1,10-10,美浦 天間,440,+2
202505040802,8,1,1,セルリア,牝2,55.0,佐々木,0:1:37.1,6,4,21.6,37.0,4-4,美浦 大和田,444,-4
202505040802,9,8,10,ノアシルヴィ,牝2,55.0,菅原隆,0:1:37.1,ハナ,10,348.2,37.2,2-3,美浦 天間,466,+2
202505040802,10,4,4,アビエーション,牝2,53.0,△長浜,0:1:38.9,大,8,211.8,38.6,5-5,美浦 佐藤吉,462,+10
