,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202505050701,1,5,6,セントゴーデンス,牡2,56.0,内田博,0:1:39.4,,6,10.7,37.9,,美浦 黒岩,522(+2)
202505050701,2,1,1,ロイヤルスパイア,牡2,56.0,戸崎圭,0:1:39.7,2,3,5.0,38.3,,美浦 栗田,468(+12)
202505050701,3,6,9,キリミツ,牡2,56.0,石橋脩,0:1:39.8,3/4,7,18.0,37.6,,美浦 勢司,446(+2)
202505050701,4,6,8,ロイヤルアデレード,牡2,56.0,マーカ,0:1:40.0,3/4,4,5.1,38.1,,美浦 加藤征,484(-2)
202505050701,5,5,7,ジェイエルモーダル,牡2,56.0,吉田豊,0:1:40.1,3/4,9,48.6,37.7,,美浦 小西,464(-2)
202505050701,6,7,11,リアライズタキオン,牡2,56.0,津村,0:1:40.4,1.1/2,2,4.1,38.6,,美浦 手塚久,464(0)
202505050701,7,7,10,ライカ,牡2,56.0,木幡巧,0:1:40.4,クビ,5,7.5,38.8,,美浦 杉浦,442(+2)
202505050701,8,4,5,アヴァランチ,牡2,56.0,バルザ,0:1:41.1,4,8,41.0,38.9,,美浦 加藤士,470(+8)
202505050701,9,2,2,タイキブリッツェン,牡2,56.0,三浦,0:1:41.1,クビ,1,3.8,39.2,,美浦 伊藤圭,490(-6)
202505050701,10,8,13,ビッキーセカンド,牡2,56.0,丹内,0:1:41.2,1/2,11,81.2,38.8,,美浦 武井,468(0)
202505050701,11,8,12,ヤマメナイト,牡2,56.0,岩田望,0:1:41.3,1/2,10,65.3,39.1,,美浦 田島,474(+6)
202505050701,12,4,4,サバイバルトゥルー,牝2,55.0,吉田隼,0:1:41.8,3,13,529.5,38.8,,美浦 和田雄,438(+2)
202505050701,13,3,3,メイショウユウブ,牡2,56.0,佐々木,0:1:42.4,3.1/2,12,186.5,39.7,,美浦 蛯名正,504(+2)
