,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202505040804,1,7,13,ジャレッド,牡2,56.0,武豊,0:1:26.9,,1,1.6,37.6,2-1,栗東 秋山,474,0
202505040804,2,5,9,マカイゾウ,牝2,55.0,内田博,0:1:26.9,クビ,7,30.5,37.5,1-2,美浦 竹内,474,0
202505040804,3,6,11,ジャガーライズ,牡2,56.0,三浦,0:1:27.0,1/2,2,4.5,37.3,5-4,美浦 伊藤圭,474,0
202505040804,4,2,3,フェスティヴハート,牝2,55.0,柴田大,0:1:27.3,1.1/2,11,50.0,37.6,4-4,美浦 畠山,502,0
202505040804,5,1,1,フジコンフィデンス,牝2,55.0,木幡巧,0:1:27.4,3/4,3,9.6,37.5,7-7,美浦 牧,486,0
202505040804,6,3,5,ハピナスター,牡2,56.0,松岡,0:1:27.8,2,14,155.6,37.4,10-10,美浦 伊藤伸,504,0
202505040804,7,2,4,プレデンシア,牝2,55.0,津村,0:1:27.8,クビ,5,20.3,37.8,8-7,栗東 中尾,492,0
202505040804,8,5,10,クルビデンス,牡2,56.0,佐々木,0:1:27.9,1/2,9,36.9,38.5,2-2,美浦 菊川,446,0
202505040804,9,3,6,マッシブショット,牡2,56.0,丸田,0:1:27.9,ハナ,6,23.0,37.7,8-9,美浦 武藤,480,0
202505040804,10,8,15,フランジパーヌ,牝2,53.0,△長浜,0:1:28.2,1.3/4,10,48.5,38.5,5-4,美浦 深山,506,0
202505040804,11,1,2,サーロー,牝2,55.0,横山和,0:1:28.3,クビ,12,108.2,37.0,15-15,美浦 勢司,488,0
202505040804,12,8,16,サリーアン,牡2,56.0,石川,0:1:28.6,2,8,35.2,38.2,10-10,美浦 鈴木伸,456,0
202505040804,13,4,8,アイクルムズ,牝2,55.0,木幡初,0:1:29.4,5,15,246.1,38.6,13-12,美浦 粕谷,430,0
202505040804,14,4,7,アメジストテソーロ,牝2,55.0,大野,0:1:29.8,2.1/2,13,109.9,37.7,16-16,美浦 稲垣,410,0
202505040804,15,6,12,カテドラルクォーツ,牡2,56.0,原,0:1:29.8,クビ,4,14.2,38.9,13-12,美浦 菊沢,466,0
202505040804,16,7,14,マインセーラ,牝2,52.0,▲水沼,0:1:30.0,1.1/4,16,287.2,38.9,10-14,美浦 的場,446,0
