,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202505040811,1,5,5,フィロステファニ,牝2,55.0,川田,0:1:33.8,,2,3.9,33.9,3-3,栗東 中内田,460,+12
202505040811,2,8,10,ミツカネベネラ,牝2,55.0,津村,0:1:34.1,1.3/4,9,60.9,34.0,4-4,美浦 鈴木伸,444,0
202505040811,3,1,1,タイセイボーグ,牝2,55.0,佐々木,0:1:34.2,クビ,3,6.1,33.7,9-9,栗東 松下,470,+2
202505040811,4,7,8,ハッピーエンジェル,牝2,55.0,三浦,0:1:34.3,3/4,4,8.7,34.7,2-2,美浦 武市,424,0
202505040811,5,7,7,マルガ,牝2,55.0,武豊,0:1:34.5,1.1/4,1,2.2,35.2,1-1,栗東 須貝,484,+14
202505040811,6,4,4,レディーゴール,牝2,55.0,菅原明,0:1:34.5,ハナ,10,70.7,34.0,9-9,栗東 池添,456,+6
202505040811,7,3,3,ルーチェフィオーレ,牝2,55.0,横山和,0:1:34.7,3/4,5,9.7,34.6,4-4,美浦 嘉藤,442,-4
202505040811,8,8,9,バースデイフライト,牝2,55.0,和田竜,0:1:34.7,ハナ,6,16.3,34.4,6-6,栗東 新谷,458,+14
202505040811,9,6,6,ヒルデグリム,牝2,55.0,横山武,0:1:34.8,3/4,8,47.2,34.5,6-6,美浦 小野,448,0
202505040811,10,2,2,ドナルンバ,牝2,55.0,石橋脩,0:1:34.9,1/2,7,19.6,34.6,6-6,美浦 上原佑,460,+4
