,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202505040911,1,7,13,インユアパレス,牡4,59.0,横山武,0:1:22.1,,1,2.8,34.8,6-6,栗東 須貝,488,0
202505040911,2,2,3,ジャスティンアース,牡4,57.0,菅原明,0:1:22.2,クビ,2,4.2,34.5,8-9,栗東 杉山晴,478,0
202505040911,3,1,2,タイセイブレイズ,牡7,57.0,松岡,0:1:22.2,アタマ,13,134.5,34.8,8-8,栗東 牧浦,466,-2
202505040911,4,5,9,ノーブルロジャー,牡4,58.0,石川,0:1:22.2,クビ,8,16.9,34.3,11-11,栗東 吉岡,498,+6
202505040911,5,3,6,リジル,牝4,55.0,浜中,0:1:22.4,1.1/4,6,14.0,34.4,13-13,栗東 奥村豊,490,+6
202505040911,6,6,12,サトノフェニックス,牡4,57.0,石橋脩,0:1:22.5,1/2,3,8.1,35.5,3-3,栗東 西園正,506,+6
202505040911,7,2,4,モズミギカタアガリ,牝4,55.0,津村,0:1:22.5,アタマ,5,11.5,35.7,2-2,栗東 藤岡,470,+2
202505040911,8,7,14,サンライズパスカル,牡5,57.0,大野,0:1:22.6,1/2,10,26.3,35.4,5-5,栗東 石坂,530,-8
202505040911,9,4,7,マルモリスペシャル,牡6,58.0,泉谷,0:1:22.8,3/4,14,190.4,35.9,3-3,栗東 大橋,544,-10
202505040911,10,8,16,ムーヴ,牡6,57.0,三浦,0:1:22.8,クビ,7,15.6,34.5,15-14,美浦 池上,482,+6
202505040911,11,4,8,ハギノアトラス,セ9,57.0,柴田大,0:1:22.9,クビ,16,284.5,35.6,6-6,栗東 宮地,488,+14
202505040911,12,1,1,アドバンスファラオ,牡5,58.0,吉田豊,0:1:22.9,クビ,4,10.5,36.2,1-1,栗東 森秀,506,+4
202505040911,13,6,11,ハチメンロッピ,牡5,57.0,原,0:1:23.0,アタマ,12,62.1,35.4,8-9,美浦 矢野,518,-2
202505040911,14,5,10,アクートゥス,牡5,57.0,内田博,0:1:23.0,クビ,9,19.8,35.1,12-11,栗東 藤原,464,+4
202505040911,15,8,15,ジョージテソーロ,牡4,57.0,丸田恭,0:1:23.8,5,11,30.7,35.1,16-16,美浦 嘉藤,476,-4
202505040911,16,3,5,パラシュラーマ,牡5,57.0,北村宏,0:1:24.5,4,15,209.2,36.2,14-14,栗東 浜田,494,-4
