,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202505040907,1,6,9,スカイビート,牝3,54.0,石橋脩,0:1:36.4,,5,9.2,34.7,12-13,栗東 野中,458,-12
202505040907,2,8,12,サザンティスプーン,牝3,54.0,津村,0:1:36.6,1.1/4,2,4.1,35.9,4-4,美浦 鈴木伸,434,-2
202505040907,3,6,8,ベルメサイア,牝4,56.0,大野,0:1:36.7,クビ,8,27.0,36.3,2-2,栗東 西村,512,+4
202505040907,4,4,5,タマモカンパネラ,牝3,50.0,★谷原,0:1:36.7,クビ,1,2.9,35.1,12-11,美浦 伊藤圭,514,+4
202505040907,5,3,3,ブルージュ,牝3,54.0,内田博,0:1:37.1,2.1/2,7,12.7,36.1,8-7,美浦 栗田,448,+12
202505040907,6,4,4,アンジュグルーヴ,牝4,56.0,浜中,0:1:37.2,1/2,6,10.6,36.4,4-6,栗東 安田,502,0
202505040907,7,1,1,プロピエダッド,牝3,54.0,丸田,0:1:37.2,ハナ,13,150.3,36.0,10-9,美浦 武藤,466,-10
202505040907,8,5,6,ライズトゥザトップ,牝3,54.0,石川裕,0:1:37.2,ハナ,11,68.7,36.2,8-7,美浦 牧,494,0
202505040907,9,2,2,ハッピーウィズユー,牝3,54.0,横山武,0:1:37.2,アタマ,3,7.0,36.5,4-4,美浦 小笠,502,+2
202505040907,10,7,11,ミュークチェルシー,牝3,54.0,吉田豊,0:1:37.2,クビ,4,7.8,36.8,1-1,美浦 稲垣,468,+6
202505040907,11,5,7,コルヴィル,牝4,56.0,北村宏,0:1:37.4,3/4,9,29.0,35.9,11-11,美浦 柄崎,498,+4
202505040907,12,8,13,ミランカ,牝4,54.0,△長浜,0:1:38.5,7,10,60.0,37.2,7-9,美浦 岩戸,472,+10
202505040907,13,7,10,プリンセスロロ,牝3,51.0,▲遠藤,0:1:39.2,4,12,139.3,38.7,2-2,美浦 戸田,432,-2
