,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202505050411,1,8,16,フォーチュンタイム,牡4,56.5,団野,0:1:19.9,,1,3.8,32.9,,栗東 吉岡,514(+12)
202505050411,2,7,15,レッドモンレーヴ,牡6,58.5,酒井,0:1:19.9,クビ,3,6.3,32.5,,美浦 蛯名正,510(-2)
202505050411,3,7,14,ラケマーダ,牡5,56.0,マーカ,0:1:20.1,1.1/4,11,26.8,33.2,,栗東 千田,506(-6)
202505050411,4,5,9,ナムラアトム,牡4,55.0,菅原明,0:1:20.1,ハナ,9,22.4,33.5,,栗東 長谷川,482(-14)
202505050411,5,8,18,レイベリング,牡5,57.0,三浦,0:1:20.4,1.3/4,13,28.3,34.2,,美浦 鹿戸,484(0)
202505050411,6,4,7,シュタールヴィント,牡5,56.0,小崎,0:1:20.4,ハナ,2,6.2,33.0,,栗東 矢作,448(+2)
202505050411,7,8,17,グレイイングリーン,牡7,57.0,吉村,0:1:20.4,アタマ,14,32.5,33.3,,栗東 池江,492(-12)
202505050411,8,7,13,レッドシュヴェルト,牡5,55.0,プーシ,0:1:20.5,1/2,4,6.7,33.6,,美浦 尾関,476(+8)
202505050411,9,1,2,メイショウシンタケ,牡7,55.0,池添,0:1:20.6,クビ,16,52.0,34.0,,栗東 千田,482(-6)
202505050411,10,6,12,ベガリス,牝5,54.0,藤懸,0:1:20.6,ハナ,5,13.7,34.6,,栗東 高橋忠,432(-12)
202505050411,11,5,10,カリボール,牡9,56.0,杉原,0:1:20.6,アタマ,15,47.4,33.9,,栗東 西村,498(-6)
202505050411,12,3,6,ウイングレイテスト,牡8,58.0,松岡,0:1:20.6,クビ,6,16.8,34.7,,美浦 畠山,512(+12)
202505050411,13,2,4,スカイロケット,牡5,55.0,内田博,0:1:20.7,1/2,18,87.3,33.9,,栗東 須貝,434(0)
202505050411,14,2,3,アクートゥス,牡5,55.0,西塚,0:1:20.8,1/2,7,18.2,34.5,,栗東 藤原,462(-2)
202505050411,15,6,11,ゴールデンシロップ,牡7,54.0,木幡巧,0:1:20.9,1/2,17,74.4,33.9,,美浦 鈴木慎,540(+2)
202505050411,16,4,8,メイショウチタン,牡8,57.0,吉田豊,0:1:21.0,3/4,10,22.6,35.5,,栗東 本田,476(-6)
202505050411,17,3,5,セントメモリーズ,牝4,53.0,佐々木,0:1:21.1,クビ,12,26.9,34.5,,美浦 斎藤誠,486(+2)
202505050411,18,1,1,ガロンヌ,牡4,55.0,横山和,0:1:21.4,2,8,21.6,35.2,,栗東 上村,468(+2)
