,0,1,2,3
202506010101,単勝,11,250,1
202506010101,複勝,11,120,1
202506010101,複勝,3,280,6
202506010101,複勝,13,1980,11
202506010101,枠連,2-6,460,2
202506010101,馬連,3-11,1510,7
202506010101,ワイド,3-11,530,7
202506010101,ワイド,11-13,4260,26
202506010101,ワイド,3-13,11210,53
202506010101,馬単,11→3,2330,10
202506010101,三連複,3-11-13,50260,81
202506010101,三連単,11→3→13,126370,251
202506010102,単勝,6,730,3
202506010102,複勝,6,210,3
202506010102,複勝,12,230,4
202506010102,複勝,2,230,5
202506010102,枠連,3-6,2380,11
202506010102,馬連,6-12,2300,10
202506010102,ワイド,6-12,660,8
202506010102,ワイド,2-6,660,10
202506010102,ワイド,2-12,810,11
202506010102,馬単,6→12,4210,19
202506010102,三連複,2-6-12,4280,15
202506010102,三連単,6→12→2,24430,89
202506010103,単勝,12,890,5
202506010103,複勝,12,250,5
202506010103,複勝,7,150,1
202506010103,複勝,16,1570,12
202506010103,枠連,4-6,600,1
202506010103,馬連,7-12,1170,4
202506010103,ワイド,7-12,490,3
202506010103,ワイド,12-16,3360,33
202506010103,ワイド,7-16,2960,29
202506010103,馬単,12→7,3100,10
202506010103,三連複,7-12-16,20590,58
202506010103,三連単,12→7→16,98800,281
202506010104,単勝,1,570,2
202506010104,複勝,1,260,2
202506010104,複勝,8,410,5
202506010104,複勝,7,710,9
202506010104,枠連,1-4,3230,12
202506010104,馬連,1-8,4740,15
202506010104,ワイド,1-8,1470,15
202506010104,ワイド,1-7,3310,33
202506010104,ワイド,7-8,2870,30
202506010104,馬単,1→8,8460,23
202506010104,三連複,1-7-8,32890,88
202506010104,三連単,1→8→7,142530,350
202506010105,単勝,6,720,3
202506010105,複勝,6,320,7
202506010105,複勝,11,180,2
202506010105,複勝,5,270,4
202506010105,枠連,3-6,1350,7
202506010105,馬連,6-11,2430,9
202506010105,ワイド,6-11,950,11
202506010105,ワイド,5-6,1640,24
202506010105,ワイド,5-11,990,12
202506010105,馬単,6→11,4180,16
202506010105,三連複,5-6-11,9070,31
202506010105,三連単,6→11→5,44520,157
202506010106,単勝,4,200,1
202506010106,複勝,4,130,1
202506010106,複勝,8,240,3
202506010106,複勝,15,1570,16
202506010106,枠連,2-4,530,1
202506010106,馬連,4-8,1040,2
202506010106,ワイド,4-8,450,2
202506010106,ワイド,4-15,3960,45
202506010106,ワイド,8-15,12150,96
202506010106,馬単,4→8,1330,2
202506010106,三連複,4-8-15,30370,98
202506010106,三連単,4→8→15,71560,200
202506010107,単勝,16,3080,9
202506010107,複勝,16,810,11
202506010107,複勝,5,290,4
202506010107,複勝,8,1170,13
202506010107,枠連,3-8,5500,20
202506010107,馬連,5-16,11820,38
202506010107,ワイド,5-16,3270,38
202506010107,ワイド,8-16,14690,86
202506010107,ワイド,5-8,3930,46
202506010107,馬単,16→5,27400,87
202506010107,三連複,5-8-16,109310,244
202506010107,三連単,16→5→8,627320,1368
202506010108,単勝,11,420,2
202506010108,複勝,11,190,2
202506010108,複勝,12,310,6
202506010108,複勝,16,260,4
202506010108,枠連,6-6,2930,11
202506010108,馬連,11-12,2930,12
202506010108,ワイド,11-12,940,13
202506010108,ワイド,11-16,710,6
202506010108,ワイド,12-16,1190,16
202506010108,馬単,11→12,4960,20
202506010108,三連複,11-12-16,6230,21
202506010108,三連単,11→12→16,29480,97
202506010109,単勝,15,1380,5
202506010109,複勝,15,460,5
202506010109,複勝,16,1730,13
202506010109,複勝,10,790,9
202506010109,枠連,8-8,42790,34
202506010109,馬連,15-16,42080,67
202506010109,ワイド,15-16,9040,63
202506010109,ワイド,10-15,3000,34
202506010109,ワイド,10-16,19440,85
202506010109,馬単,15→16,68500,117
202506010109,三連複,10-15-16,183380,260
202506010109,三連単,15→16→10,1218070,1480
202506010110,単勝,9,180,1
202506010110,複勝,9,120,1
202506010110,複勝,10,180,3
202506010110,複勝,7,600,8
202506010110,枠連,5-6,420,1
202506010110,馬連,9-10,600,1
202506010110,ワイド,9-10,310,2
202506010110,ワイド,7-9,1470,15
202506010110,ワイド,7-10,2470,27
202506010110,馬単,9→10,890,2
202506010110,三連複,7-9-10,6220,19
202506010110,三連単,9→10→7,14510,34
202506010111,単勝,2,840,4
202506010111,複勝,2,300,5
202506010111,複勝,7,310,6
202506010111,複勝,16,430,8
202506010111,枠連,1-4,2050,10
202506010111,馬連,2-7,3660,14
202506010111,ワイド,2-7,1320,14
202506010111,ワイド,2-16,2700,35
202506010111,ワイド,7-16,2310,28
202506010111,馬単,2→7,6990,26
202506010111,三連複,2-7-16,20630,74
202506010111,三連単,2→7→16,93740,332
202506010112,単勝,5,730,4
202506010112,複勝,5,220,5
202506010112,複勝,6,180,2
202506010112,複勝,16,210,4
202506010112,枠連,3-3,1200,6
202506010112,馬連,5-6,1240,6
202506010112,ワイド,5-6,510,5
202506010112,ワイド,5-16,570,8
202506010112,ワイド,6-16,540,6
202506010112,馬単,5→6,3080,12
202506010112,三連複,5-6-16,1930,5
202506010112,三連単,5→6→16,13670,39
202506010201,単勝,4,470,3
202506010201,複勝,4,190,2
202506010201,複勝,16,560,6
202506010201,複勝,2,310,5
202506010201,枠連,2-8,1130,5
202506010201,馬連,4-16,3570,14
202506010201,ワイド,4-16,1150,14
202506010201,ワイド,2-4,590,6
202506010201,ワイド,2-16,2280,25
202506010201,馬単,4→16,6030,22
202506010201,三連複,2-4-16,8850,27
202506010201,三連単,4→16→2,37560,122
202506010202,単勝,16,230,1
202506010202,複勝,16,120,1
202506010202,複勝,3,140,4
202506010202,複勝,7,140,3
202506010202,枠連,2-8,950,4
202506010202,馬連,3-16,930,5
202506010202,ワイド,3-16,300,5
202506010202,ワイド,7-16,200,1
202506010202,ワイド,3-7,380,6
202506010202,馬単,16→3,1520,8
202506010202,三連複,3-7-16,670,2
202506010202,三連単,16→3→7,3580,11
202506010203,単勝,16,950,3
202506010203,複勝,16,180,3
202506010203,複勝,15,110,1
202506010203,複勝,3,120,2
202506010203,枠連,8-8,840,3
202506010203,馬連,15-16,860,2
202506010203,ワイド,15-16,310,2
202506010203,ワイド,3-16,350,3
202506010203,ワイド,3-15,170,1
202506010203,馬単,16→15,2460,7
202506010203,三連複,3-15-16,670,1
202506010203,三連単,16→15→3,7860,18
202506010204,単勝,14,21190,15
202506010204,複勝,14,3200,14
202506010204,複勝,15,240,3
202506010204,複勝,1,190,1
202506010204,枠連,7-8,1640,4
202506010204,馬連,14-15,46110,67
202506010204,ワイド,14-15,12740,69
202506010204,ワイド,1-14,18830,83
202506010204,ワイド,1-15,740,3
202506010204,馬単,14→15,152580,163
202506010204,三連複,1-14-15,91390,212
202506010204,三連単,14→15→1,1418350,1848
202506010205,単勝,9,530,2
202506010205,複勝,9,170,2
202506010205,複勝,10,130,1
202506010205,複勝,14,300,6
202506010205,枠連,5-5,690,3
202506010205,馬連,9-10,680,1
202506010205,ワイド,9-10,300,1
