,0,1,2,3
202305030811,単勝,2,580,2
202305030811,複勝,13,820,13
202305030811,複勝,14,220,3
202305030811,枠連,2-7,3970,18
202305030811,馬連,2-13,12280,46
202305030811,ワイド,2-13,2970,42
202305030811,ワイド,2-14,540,1
202305030811,ワイド,13-14,2920,39
202305030811,馬単,2→13,20430,78
202305030811,三連複,2-13-14,21710,77
202305030811,三連単,2→13→14,148970,504
