,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ダノンデサイル,牡5,58.0,戸崎圭,安田,,栗東,2021105143,05386,エピファネイア,トップデサイル,Congrats,0.42747338375165134,6
1,1,2,ミュージアムマイル,牡4,58.0,レーン,高柳大,,栗東,2022105081,05585,リオンディーズ,ミュージアムヒル,ハーツクライ,0.7508733977315745,2
2,2,3,シュガークン,牡5,58.0,吉村,清水久,,栗東,2021102224,01216,ドゥラメンテ,シュガーハート,サクラバクシンオー,-1.130341632597935,15
3,2,4,ミクニインスパイア,牡4,58.0,丹内,林,,美浦,2022106120,01091,アドマイヤマーズ,シルクヴィーナス,ティンバーカントリー,0.7405937103810135,3
4,3,5,クロワデュノール,牡4,58.0,北村友,斉藤崇,,栗東,2022105102,01102,キタサンブラック,ライジングクロス,Cape Cross,-1.0041312516375536,14
5,3,6,ビザンチンドリーム,牡5,58.0,西村淳,坂口,,栗東,2021105587,01171,エピファネイア,ジャポニカーラ,ジャングルポケット,-0.26392187120909877,8
6,4,7,ファミリータイム,牡5,58.0,幸,石坂,,栗東,2021100651,00732,リアルスティール,プリオバーン,Galileo,-0.3681835514079063,9
7,4,8,タガノデュード,牡5,58.0,高杉,宮,,栗東,2021106548,01213,ヤマカツエース,タガノミューチャン,ハーツクライ,-0.3836146606697102,10
8,5,9,コスモキュランダ,牡5,58.0,横山武,加藤士,,美浦,2021106787,01170,アルアイン,サザンスピード,Southern Image,-3.242548375172657,17
9,5,10,ジューンテイク,牡5,58.0,松山,武英,,栗東,2021100913,01126,キズナ,アドマイヤサブリナ,シンボリクリスエス,-0.7246576023593873,12
10,6,11,シンエンペラー,牡5,58.0,坂井,矢作,,栗東,2021110048,01163,Siyouni,Starlet's Sister,Galileo,-3.4298677070199286,18
11,6,12,マイネルエンペラー,牡6,58.0,川田,清水久,,栗東,2020105786,01088,ゴールドシップ,マイネテレジア,ロージズインメイ,-0.6198949625434701,11
12,7,13,シェイクユアハート,牡6,58.0,古川吉,宮,,栗東,2020103101,01015,ハーツクライ,ルンバロッカ,Sri Pekan,1.4716178705109744,1
13,7,14,スティンガーグラス,牡5,58.0,岩田望,友道,,栗東,2021105829,01174,キズナ,ライフフォーセール,Not For Sale,0.6352078660983776,4
14,7,15,マイユニバース,牡4,58.0,横山典,武幸,,栗東,2022104902,00660,レイデオロ,チャーチクワイア,ネオユニヴァース,0.5143991991893686,5
15,8,16,メイショウタバル,牡5,58.0,武豊,石橋,,栗東,2021103272,00666,ゴールドシップ,メイショウツバクロ,フレンチデピュティ,-0.8126947365655519,13
16,8,17,レガレイラ,牝5,56.0,ルメール,木村,,美浦,2021105898,05339,スワーヴリチャード,ロカ,ハービンジャー,0.41208699724554665,7
17,8,18,ミステリーウェイ,セ8,58.0,松本,小林,,栗東,2018104638,01191,ジャスタウェイ,ジプシーハイウェイ,High Chaparral,-2.1803647394551655,16
