,race_type,course_len,ground_state,class,avg_time
0,芝,1200,全,all,69136
1,芝,1200,良,all,68950
2,芝,1200,稍重,all,69480
3,芝,1200,重,all,70236
4,芝,1200,不,all,
5,芝,1200,全,未勝利,69445
6,芝,1200,良,未勝利,69336
7,芝,1200,稍重,未勝利,70250
8,芝,1200,重,未勝利,69900
9,芝,1200,不,未勝利,
10,芝,1200,全,新馬,70755
11,芝,1200,良,新馬,70533
12,芝,1200,稍重,新馬,70950
13,芝,1200,重,新馬,73300
14,芝,1200,不,新馬,
15,芝,1200,全,1勝クラス,69091
16,芝,1200,良,1勝クラス,68856
17,芝,1200,稍重,1勝クラス,69050
18,芝,1200,重,1勝クラス,70075
19,芝,1200,不,1勝クラス,
20,芝,1200,全,2勝クラス,68575
21,芝,1200,良,2勝クラス,68412
22,芝,1200,稍重,2勝クラス,
23,芝,1200,重,2勝クラス,69933
24,芝,1200,不,2勝クラス,
25,芝,1200,全,3勝クラス,68582
26,芝,1200,良,3勝クラス,68391
27,芝,1200,稍重,3勝クラス,68825
28,芝,1200,重,3勝クラス,69900
29,芝,1200,不,3勝クラス,
30,芝,1200,全,オープン,68336
31,芝,1200,良,オープン,68214
32,芝,1200,稍重,オープン,68500
33,芝,1200,重,オープン,69400
34,芝,1200,不,オープン,
35,芝,1400,全,all,81336
36,芝,1400,良,all,81181
37,芝,1400,稍重,all,81868
38,芝,1400,重,all,82775
39,芝,1400,不,all,
40,芝,1400,全,未勝利,81776
41,芝,1400,良,未勝利,81602
42,芝,1400,稍重,未勝利,82014
43,芝,1400,重,未勝利,83900
44,芝,1400,不,未勝利,
45,芝,1400,全,新馬,82626
46,芝,1400,良,新馬,82555
47,芝,1400,稍重,新馬,83000
48,芝,1400,重,新馬,83400
49,芝,1400,不,新馬,
50,芝,1400,全,1勝クラス,81390
51,芝,1400,良,1勝クラス,80992
52,芝,1400,稍重,1勝クラス,82181
53,芝,1400,重,1勝クラス,82600
54,芝,1400,不,1勝クラス,
55,芝,1400,全,2勝クラス,80831
56,芝,1400,良,2勝クラス,80772
57,芝,1400,稍重,2勝クラス,81275
58,芝,1400,重,2勝クラス,81200
59,芝,1400,不,2勝クラス,
60,芝,1400,全,3勝クラス,80538
61,芝,1400,良,3勝クラス,80505
62,芝,1400,稍重,3勝クラス,80850
63,芝,1400,重,3勝クラス,
64,芝,1400,不,3勝クラス,
65,芝,1400,全,オープン,80573
66,芝,1400,良,オープン,80423
67,芝,1400,稍重,オープン,81666
68,芝,1400,重,オープン,81200
69,芝,1400,不,オープン,
70,芝,1600,全,all,94405
71,芝,1600,良,all,94216
72,芝,1600,稍重,all,94880
73,芝,1600,重,all,95480
74,芝,1600,不,all,
75,芝,1600,全,未勝利,94876
76,芝,1600,良,未勝利,94726
77,芝,1600,稍重,未勝利,95227
78,芝,1600,重,未勝利,95550
79,芝,1600,不,未勝利,
80,芝,1600,全,新馬,96223
81,芝,1600,良,新馬,96017
82,芝,1600,稍重,新馬,97150
83,芝,1600,重,新馬,98700
84,芝,1600,不,新馬,
85,芝,1600,全,1勝クラス,94137
86,芝,1600,良,1勝クラス,93958
87,芝,1600,稍重,1勝クラス,94572
88,芝,1600,重,1勝クラス,95400
89,芝,1600,不,1勝クラス,
90,芝,1600,全,2勝クラス,93876
91,芝,1600,良,2勝クラス,93485
92,芝,1600,稍重,2勝クラス,94560
93,芝,1600,重,2勝クラス,95750
94,芝,1600,不,2勝クラス,
95,芝,1600,全,3勝クラス,93226
96,芝,1600,良,3勝クラス,92850
97,芝,1600,稍重,3勝クラス,94280
98,芝,1600,重,3勝クラス,
99,芝,1600,不,3勝クラス,
100,芝,1600,全,オープン,93343
101,芝,1600,良,オープン,93055
102,芝,1600,稍重,オープン,93818
103,芝,1600,重,オープン,94833
104,芝,1600,不,オープン,
105,芝,1800,全,all,107239
106,芝,1800,良,all,106982
107,芝,1800,稍重,all,108169
108,芝,1800,重,all,108171
109,芝,1800,不,all,110600
110,芝,1800,全,未勝利,107665
111,芝,1800,良,未勝利,107391
112,芝,1800,稍重,未勝利,108406
113,芝,1800,重,未勝利,108600
114,芝,1800,不,未勝利,110600
115,芝,1800,全,新馬,108924
