,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ゴットタレント,牡2,56.0,三浦,田村,,美浦,2023100377,01122,ダノンプレミアム,エーシンベタラネリ,Elusive Quality,-0.5986827624494795,6
1,1,2,クアッドフォルツァ,牡2,53.0,▲佐藤,伊藤圭,,美浦,2023101301,01207,ゴールドドリーム,ビフォーダーク,キングカメハメハ,-2.169381241419752,13
2,2,3,カフェオリーブ,牝2,52.0,▲舟山,古賀,,美浦,2023106252,01221,ドレフォン,カフェガーネット,カフェオリンポス,-0.5194918182338646,5
3,2,4,グスタフ,牡2,56.0,横山典,大和田,,美浦,2023103322,00660,クリソベリル,アンズチャン,フレンチデピュティ,-0.19008542401793474,3
4,3,5,ネイティヴプライド,牡2,56.0,菅原明,高木,,美浦,2023105319,01179,クリソベリル,ビキニブロンド,キングカメハメハ,-1.0963750972284283,10
5,3,6,アンジュリオ,牝2,55.0,菱田,高橋文,,美浦,2023103145,01144,マクフィ,リオグランデ,ディープインパクト,-1.0421726369686226,9
6,4,7,ウインビギニング,牡2,56.0,マーカンド,上原博,,美浦,2023100291,05626,ニューイヤーズデイ,キネオダンサー,ディープインパクト,-0.3331506656754893,4
7,4,8,ビービーアジャイル,牡2,56.0,原,中舘,,美浦,2023106494,01184,サンダースノー,ツインダイヤ,ゴールドアリュール,0.6812474565801182,1
8,5,9,ハングローズ,牝2,55.0,佐々木,奥村武,,美浦,2023102122,01197,ドレフォン,ハワイアンローズ,キングカメハメハ,-0.08598605877802759,2
9,5,10,サイオウガウマ,牝2,55.0,木幡初,本間,,美浦,2023105848,01153,ウインブライト,アイルキャッチユー,アイルハヴアナザー,-2.280783420849556,14
10,6,11,イデアジュアンイハ,牝2,55.0,石橋脩,小野,,美浦,2023102157,01077,ハービンジャー,マスイデア,リンカーン,-2.9065607662670083,16
11,6,12,ライカ,牡2,56.0,大野,杉浦,,美浦,2023104042,01096,サンダースノー,アカリ,ネオユニヴァース,-0.6505556276472749,7
12,7,13,サバイバルトゥルー,牝2,52.0,▲石神道,和田雄,,美浦,2023101401,01209,ルーラーシップ,サバイバルポケット,ジャングルポケット,-2.534511040423003,15
13,7,14,コウソクルリアン,牡2,56.0,武藤,武藤,,美浦,2023102674,01169,サトノダイヤモンド,ファッションストリート,ストリートセンス,-0.870264381069577,8
14,8,15,テイクオンミー,牡2,56.0,柴田善,水野,,美浦,2023102019,00641,シルバーステート,チリツバキ,Siyouni,-1.5431417286269902,12
15,8,16,パッセージピーク,牡2,56.0,プーシャン,田村,,美浦,2023107275,05678,アドマイヤマーズ,メリート,Redoute's Choice,-1.2294222527426315,11
