,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ツインピークス,牝3,52.0,△長浜,千葉,,美浦,2022104179,01214,ミスターメロディ,ミルフィアタッチ,キングカメハメハ,-2.993397011622219,7
1,1,2,ヴィジョンメーカー,牡3,56.0,プーシャン,林,,美浦,2022104884,05678,ルーラーシップ,タッチングスピーチ,ディープインパクト,0.20696705126559148,1
2,2,3,コスモグラニット,牡3,56.0,丹内,清水英,,美浦,2022106800,01091,キタサンブラック,ホワイトウインド,スウェプトオーヴァーボード,-4.33813399563907,11
3,2,4,ゲレル,牝3,54.0,上野,小野,,美浦,2022101203,01087,ブラックタイド,シナル,キングカメハメハ,-2.7234003263495126,6
4,3,5,キューティクローム,牝4,53.0,▲上里,堀内,,美浦,2021101176,01217,カリフォルニアクローム,シナル,キングカメハメハ,-5.468852510280577,18
5,3,6,マイバラード,牡5,58.0,松山,松永康,,美浦,2020100621,01126,ダノンバラード,マイネアロマ,ロージズインメイ,-4.468575368304725,12
6,4,7,エオアリイ,牡3,56.0,マーカンド,田中博,,美浦,2022103222,05626,ドゥラメンテ,ステラエージェント,More Than Ready,-2.1103386449919337,4
7,4,8,キョウエイグッド,牡3,56.0,木幡巧,千葉,,美浦,2022104362,01162,トーセンラー,キョウエイトリガー,イーグルカフェ,-4.929782337779773,17
8,5,9,ウィッシュツリー,牝3,54.0,戸崎圭,宮田,,美浦,2022104979,05386,フィエールマン,ピースエンブレム,ウォーエンブレム,-2.418150391123418,5
9,5,10,ストラニエーロ,牝3,54.0,佐々木,尾関,,美浦,2022106613,01197,キズナ,アニエラ,Dubawi,-4.471059002292088,13
10,6,11,ミッドセンチュリー,牡3,56.0,嶋田,松山,,美浦,2022103308,01134,トゥザグローリー,アウグスタ,エイシンフラッシュ,-4.552360332384705,14
11,6,12,クラッチプレイヤー,牡4,58.0,吉田隼,国枝,,美浦,2021105418,01095,ドゥラメンテ,ヴァシリカ,Skipshot,-4.808436999431428,16
12,7,13,ヤコブセン,牡3,56.0,斎藤,斎藤誠,,美浦,2022103288,01178,エピファネイア,スマッシュ,キングカメハメハ,-4.2588373695542785,10
13,7,14,ノクターン,牝3,54.0,横山武,木村,,美浦,2022105118,01170,キタサンブラック,ラッドルチェンド,Danehill Dancer,-3.715532254732589,9
14,7,15,ウアーシュプルング,牝3,54.0,三浦,鹿戸,,美浦,2022106761,01122,スクリーンヒーロー,アメリオラシオン,ルーラーシップ,-1.5626426213315647,3
15,8,16,ビップチェイス,牡4,58.0,江田照,田島,,美浦,2021105763,00689,アルアイン,ベッラレイア,ナリタトップロード,-1.2797787210035858,2
16,8,17,マイネルアレス,牡3,56.0,石川,相沢,,美浦,2022106817,01150,スクリーンヒーロー,リープフラウミルヒ,ステイゴールド,-3.284802507947975,8
17,8,18,オリオアルセーリオ,牝3,54.0,津村,木村,,美浦,2022105132,01092,レイデオロ,リナーテ,ステイゴールド,-4.686084430386368,15
