,result_flag
0,True
1,True
2,True
3,False
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,True
15,True
16,True
17,False
18,False
19,False
20,False
21,False
22,False
23,False
24,False
25,False
26,False
27,False
28,True
29,True
30,True
31,False
32,False
33,False
34,False
35,False
36,False
37,True
38,True
39,True
40,False
41,False
42,False
43,False
44,False
45,False
46,False
47,False
48,False
49,True
50,True
51,True
52,False
53,False
54,False
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,False
63,True
64,True
65,True
66,False
67,False
68,False
69,False
70,False
71,False
72,False
73,False
74,False
75,False
76,False
77,True
78,True
79,True
80,False
81,False
82,False
83,False
84,False
85,True
86,True
87,True
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,True
100,True
101,True
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,True
114,True
115,True
116,False
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,True
128,True
129,True
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,True
142,True
143,True
144,False
145,False
146,False
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,False
155,True
156,True
157,True
158,False
159,False
160,False
161,False
162,False
163,False
164,False
165,True
166,True
167,True
168,False
169,False
170,False
171,False
172,False
173,False
174,False
