,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ピクラリーダ,牝5,53.0,▲舟山,清水英,,美浦,2021106347,01221,ブラックタイド,ハイフリート,アフリート,-2.846783808543046,16
1,1,2,ショウナンラリー,牡4,58.0,横山和,嘉藤,,美浦,2022103924,01140,ナダル,ショウナンライム,ハーツクライ,0.3141044843147674,2
2,2,3,カーヌスティ,牡4,58.0,ルメール,大和田,,美浦,2022103639,05339,ロードカナロア,ヤマカツマリリン,グラスワンダー,-0.4543969850825248,4
3,2,4,カーリングホリデー,牝5,56.0,菊沢,田中勝,,美浦,2021106982,01161,ニューイヤーズデイ,クリッピングエリア,シンボリクリスエス,-2.41292035956565,15
4,3,5,ルクスマーベリック,セ5,58.0,杉原,大和田,,美浦,2021104105,01135,エピファネイア,サトノアイリ,ステイゴールド,-1.520533026071654,13
5,3,6,エンジェルブリーズ,牝4,56.0,大野,中舘,,美浦,2022104418,01096,エピファネイア,レーヌミノル,ダイワメジャー,-0.43772005775048506,3
6,4,7,ルイステソーロ,セ4,58.0,丹内,畠山,,美浦,2022100574,01091,シニスターミニスター,ヘルディン,ロードアルティマ,-0.47172174395374067,5
7,4,8,セイゲン,セ7,58.0,佐々木,中川,,美浦,2019100234,01197,エスポワールシチー,ヘイブンズギフト,クロフネ,-1.5066549976127972,12
8,5,9,グルーヴィーオン,牝4,56.0,原,小手川,,美浦,2022101938,01184,ダノンレジェンド,ピンクスター,タートルボウル,-0.9062809573166162,8
9,5,10,マクミランテソーロ,牡5,58.0,木幡巧,田中剛,,美浦,2021102276,01162,レッドファルクス,ダラステソーロ,Cairo Prince,0.6088090166849743,1
10,6,11,ブリックンクリック,セ4,58.0,津村,中舘,,美浦,2022105300,01092,ブリックスアンドモルタル,クォリティシーズン,トワイニング,-0.48747938490743337,6
11,6,12,サヨノジャンボリー,牡4,58.0,矢野貴,小笠,,美浦,2022106243,05380,モーニン,ゴーゴーサンデー,キングカメハメハ,-0.9545883212991907,9
12,7,13,アイアンソリッド,牝4,54.0,△長浜,本間,,美浦,2022100588,01214,スズカコーズウェイ,アイアンプラスワン,シンボリクリスエス,-0.7759045717087903,7
13,7,14,アルマーレシチー,セ5,55.0,▲上里,上原博,,美浦,2021100675,01217,ロジャーバローズ,アルポルト,ルーラーシップ,-1.0669433815338873,10
14,8,15,アースミューズ,牝4,56.0,松岡,粕谷,,美浦,2022105909,01085,フリオーソ,アースヴィグラス,サウスヴィグラス,-1.8817961769173925,14
15,8,16,イェルマーク,牡5,55.0,▲水沼,西田,,美浦,2021110117,01201,Blue Point,Down The Hatch,Flying Spur,-1.1548419975292044,11
