,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,カリドーラ,牝3,55.0,三浦,田村,,美浦,2023103527,01122,ブリックスアンドモルタル,フローレスダンサー,ハービンジャー,-0.45054646867636117,7
1,1,2,クイーンアン,牝3,55.0,佐々木,蛯名正,,美浦,2023102090,01197,キタサンブラック,パドックシアトル,Seattle Fitz,-1.251005126466538,13
2,2,3,スタートオブシー,牝3,52.0,▲石田,和田勇,,美浦,2023105828,01203,ダノンプレミアム,ワイルドココ,Shirocco,-1.0295223860617526,10
3,2,4,サーロー,牝3,55.0,菊沢,勢司,,美浦,2023103873,01161,ヘンリーバローズ,フォルリベルター,エピファネイア,-0.7861418195355586,8
4,3,5,マコトアタキギリ,牝3,55.0,横山和,柄崎,,美浦,2023104032,01140,サンダースノー,マコトモンジョワ,ヘニーヒューズ,-1.6998237130445273,14
5,3,6,ペカリーナ,牝3,55.0,木幡初,竹内,,美浦,2023106578,01153,ルーラーシップ,ベッキー,ブラックタイド,-1.9463802817357585,15
6,4,7,アンジュレーヌ,牝3,55.0,野中,宮田,,美浦,2023106029,01158,クリソベリル,アンジュジョリー,タートルボウル,0.9138341498964286,1
7,4,8,スターキャンディ,牝3,55.0,小林脩,松山,,美浦,2023106602,01183,シュヴァルグラン,フィロパトール,ジャングルポケット,-0.9349711741731145,9
8,5,9,パルミエ,牝3,55.0,丸山,宮田,,美浦,2023105254,01127,マインドユアビスケッツ,モードフランス,アサクサキングス,-1.1056329769763558,12
9,5,10,リベルタアーラ,牝3,52.0,▲石神道,深山,,美浦,2023107126,01209,ブリックスアンドモルタル,デスティノアーラ,ディープインパクト,-1.0898800118318845,11
10,6,11,ルミテュット,牝3,55.0,岩田康,萩原,,美浦,2023107284,05203,ルヴァンスレーヴ,ユキチャン,クロフネ,0.12008196317124395,2
11,6,12,ペタルズダンス,牝3,55.0,矢野貴,嘉藤,,美浦,2023106796,05380,クリソベリル,カイカヨソウ,ティンバーカントリー,-0.12153153501051445,5
12,7,13,トランセンコ,牝3,55.0,木幡育,松永康,,美浦,2023104273,01167,トランセンド,オトリコミチュウ,ブラックタイド,-2.079492785903468,16
13,7,14,キタノエピックアン,牝3,52.0,▲上里,萱野,,美浦,2023100485,01217,ベストウォーリア,スールマカロン,ハービンジャー,0.05847099524169156,3
14,8,15,セニング,牝3,55.0,田辺,深山,,美浦,2023102678,01075,ニューイヤーズデイ,エストリル,ジャスタウェイ,-0.08007858280931589,4
15,8,16,ステイグローリアス,牝3,55.0,松岡,堀内,,美浦,2023105716,01085,ゴールドドリーム,グロリアスブレイク,Distorted Humor  (米),-0.33939350871240287,6
