,race_time,race_id,race_name
0,1001,202509040801,2歳未勝利
1,1020,202506040802,2歳未勝利
2,1035,202509040802,2歳未勝利
3,1050,202506040803,2歳未勝利
4,1105,202509040803,2歳未勝利
5,1120,202506040804,2歳新馬
6,1135,202509040804,2歳新馬
7,1210,202506040805,2歳新馬
8,1225,202509040805,2歳新馬
9,1240,202506040806,3歳以上1勝クラス
10,1255,202509040806,3歳以上1勝クラス
11,1310,202506040807,3歳以上1勝クラス
12,1325,202509040807,3歳以上1勝クラス
13,1340,202506040808,3歳以上1勝クラス
14,1355,202509040808,3歳以上2勝クラス
15,1415,202506040809,芙蓉S
16,1431,202509040809,ヤマボウシ賞
17,1450,202506040810,勝浦特別
18,1505,202509040810,道頓堀S
19,1530,202506040811,秋風S
20,1545,202509040811,シリウスS
21,1610,202506040812,3歳以上2勝クラス
22,1630,202509040812,3歳以上2勝クラス
