,race_time,race_id,race_name
0,0950,202510010301,3歳未勝利
1,1001,202508010101,3歳未勝利
2,1010,202505010101,3歳未勝利
3,1020,202510010302,3歳未勝利
4,1030,202508010102,3歳未勝利
5,1040,202505010102,3歳未勝利
6,1050,202510010303,4歳以上1勝クラス
7,1100,202508010103,3歳未勝利
8,1110,202505010103,3歳未勝利
9,1130,202508010104,3歳未勝利
10,1140,202505010104,3歳1勝クラス
11,1220,202508010105,3歳新馬
12,1230,202505010105,3歳新馬
13,1245,202510010306,3歳未勝利
14,1255,202508010106,3歳未勝利
15,1305,202505010106,3歳未勝利
16,1315,202510010307,3歳未勝利
17,1325,202508010107,3歳1勝クラス
18,1335,202505010107,4歳以上1勝クラス
19,1345,202510010308,4歳以上1勝クラス
20,1355,202508010108,4歳以上1勝クラス
21,1405,202505010108,4歳以上2勝クラス
22,1415,202510010309,平尾台特別
23,1425,202508010109,白梅賞
24,1435,202505010109,白嶺S
25,1450,202510010310,有田特別
26,1501,202508010110,許波多特別
27,1510,202505010110,クロッカスS
28,1525,202510010311,巌流島S
29,1535,202508010111,舞鶴S
30,1545,202505010111,白富士S
31,1601,202510010312,4歳以上1勝クラス
32,1610,202508010112,4歳以上2勝クラス
33,1625,202505010112,4歳以上1勝クラス
