,race_time,race_id,race_name
0,0950,202403030601,2歳未勝利
1,0955,202405050601,2歳未勝利
2,1005,202408060601,2歳未勝利
3,1015,202403030602,3歳以上1勝クラス
4,1025,202405050602,2歳未勝利
5,1035,202408060602,2歳未勝利
6,1045,202403030603,3歳以上1勝クラス
7,1055,202405050603,2歳未勝利
8,1105,202408060603,2歳未勝利
9,1125,202405050604,2歳新馬
10,1135,202408060604,2歳新馬
11,1205,202403030605,2歳新馬
12,1215,202405050605,2歳新馬
13,1225,202408060605,2歳新馬
14,1235,202403030606,2歳未勝利
15,1245,202405050606,3歳以上1勝クラス
16,1255,202408060606,3歳以上1勝クラス
17,1305,202403030607,3歳以上1勝クラス
18,1315,202405050607,3歳以上1勝クラス
19,1325,202408060607,3歳以上1勝クラス
20,1335,202403030608,3歳以上1勝クラス
21,1345,202405050608,赤松賞
22,1355,202408060608,3歳以上2勝クラス
23,1405,202403030609,磐梯山特別
24,1415,202405050609,3歳以上2勝クラス
25,1425,202408060609,比叡S
26,1440,202403030610,五色沼特別
27,1450,202405050610,秋色S
28,1501,202408060610,グランアレグリアC
29,1520,202403030611,福島民友C
30,1530,202405050611,霜月S
31,1540,202408060611,マイルCS
32,1555,202403030612,3歳以上1勝クラス
33,1605,202405050612,3歳以上2勝クラス
34,1620,202408060612,壬生特別
