,race_time,race_id,race_name
0,0950,202502010401,3歳未勝利
1,1001,202509030601,3歳未勝利
2,1025,202502010402,3歳未勝利
3,1035,202509030602,3歳未勝利
4,1045,202505030602,3歳未勝利
5,1055,202502010403,3歳未勝利
6,1105,202509030603,3歳未勝利
7,1115,202505030603,3歳未勝利
8,1130,202502010404,3歳未勝利
9,1135,202509030604,3歳未勝利
10,1145,202505030604,3歳未勝利
11,1215,202502010405,2歳新馬
12,1225,202509030605,2歳新馬
13,1235,202505030605,2歳新馬
14,1245,202502010406,3歳未勝利
15,1255,202509030606,2歳新馬
16,1305,202505030606,2歳新馬
17,1315,202502010407,3歳以上1勝クラス
18,1325,202509030607,3歳以上1勝クラス
19,1335,202505030607,3歳以上1勝クラス
20,1345,202502010408,3歳以上1勝クラス
21,1355,202509030608,3歳以上1勝クラス
22,1405,202505030608,3歳以上1勝クラス
23,1415,202502010409,遊楽部特別
24,1425,202509030609,高砂特別
25,1435,202505030609,甲州街道特別
26,1450,202502010410,檜山特別
27,1501,202509030610,姫路S
28,1510,202505030610,多摩川S
29,1525,202502010411,UHB杯
30,1535,202509030611,しらさぎS
31,1545,202505030611,府中牝馬S
32,1605,202502010412,3歳以上1勝クラス
33,1615,202509030612,3歳以上2勝クラス
34,1630,202505030612,3歳以上1勝クラス
